"OBJECTID";"name";"adress";"okrug";"rayon";"form_of_incorporation";"submission";"tip_uchrezhdeniya";"vid_uchrezhdeniya";"telephone";"web_site";"e_mail";"ID"
78;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного (английского) языка № 1297";"129110 г. Москва, Глинистый пер., д. 7, стр.1";"Центральный административный округ";"Мещанский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"631-21-14";"schuc1297.mskobr.ru";"1297school@mail.ru";1034
79;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного (английского)языка № 1241";"123022 г.Москва, Б.Трехгорный пер., д.3";"Центральный административный округ";"Пресненский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"252-37-88";"schuc1241.mskobr.ru";"Sch1241@rambler.ru";1035
80;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного языка № 1215 имени Ромена Роллана";"129110 г.Москва, Больничный пер., д.4";"Центральный административный округ";"Мещанский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 681-08-50";"schuc1215.mskobr.ru/";"1215sch@couo.ru";1036
81;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного языка № 1231 имени В.Д.Поленова";"119002 г.Москва, Спасопесковский пер., д.6, стр.7";"Центральный административный округ";"район Арбат";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"241-43-84";"schuc1231.mskobr.ru";"2277ds@mail.ru";1037
82;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного языка № 1243";"125009 г. Москва, М.Кисловский пер., д.12/8";"Центральный административный округ";"Пресненский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 690-36-03; (495) 690-59-28; (495) 690-36-73; (495) 690-47-04; (495) 690-04-35; (495) 690-44-48";"schu1243c.mskobr.ru";"1243sch@mail.ru";1040
83;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного языка № 1253";"119021 г.Москва, Зубовский бульвар, д.5, стр.1";"Центральный административный округ";"район Хамовники";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"246-61-18";"schuc1253.mskobr.ru/";"sch.1253@yandex.ru";1041
84;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1259";"115054 г. Москва, 5-й Монетчиковский пер., д.7";"Центральный административный округ";"район Замоскворечье";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"953-04-16";"schuc1259.mskobr.ru";"dc47@yandex.ru";1049
85;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением испанского языка № 110 имени Мигеля Эрнандеса";"121069 г. Москва, Столовый пер., д.10/2, стр.1";"Центральный административный округ";"Пресненский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 690-30-97";"schuc110.mskobr.ru";"sch110@bk.ru";1063
86;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением музыки и хореографии № 1113";"125009 г. Москва, Дегтярный пер., д.7.";"Центральный административный округ";"Тверской район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 699-57-22";"schuc1113.mskobr.ru";"1113sch@couo.ru";1071
87;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением немецкого языка № 1221";"109147 г. Москва, Нижегородская ул., д.3 Б, стр.1";"Центральный административный округ";"Таганский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"678-60-27";"schu1221.cao.mskobr.ru";"direktor1221@yandex.ru";1074
88;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением немецкого языка № 1271";"115172 г.Москва, 5-ый Котельнический пер., д.8,стр.1";"Центральный административный округ";"Таганский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"915-64-61";"schuc1271.mskobr.ru";"sosh1271@mail.ru";1077
89;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением немецкого языка № 1277";"127055 г.Москва, ул.Сущёвская, д.32";"Центральный административный округ";"Тверской район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(499) 978-64-53";"schuc1277.mskobr.ru";"schule1277@yandex.ru";1078
90;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением немецкого языка №1283";"107045 г.Москва, ул.Садовая-Спасская, д.8";"Центральный административный округ";"Красносельский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 607-82-98; (495) 607-83-84";"schuc1283.mskobr.ru";"1283sch@mail.ru";1082
91;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением области знаний ""Искусство"" № 122";"103104 г. Москва, М.Палашевский пер., д.3";"Центральный административный округ";"Тверской район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"203-64-90";"schuc122.mskobr.ru";"122sch@mail.ru";1083
92;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением предметов естественнонаучного цикла № 1388";"127006 г.Москва, Долгоруковская ул., д.6, стр.2";"Центральный административный округ";"Тверской район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(499) 978-42-44; (499) 978-27-67; (499) 978-96-28";"schuc1388.mskobr.ru";"sch1388@mail.ru";1098
93;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением предметов области знания ""Искусство"" № 622";"109147 г.Москва,ул. Марксистская, д.9, к.2";"Центральный административный округ";"Таганский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"912-10-31";"schuc622.mskobr.ru";"sch-622@yandex.ru";1100
94;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением предметов художественно-эстетического цикла средствами театрального искусства № 123";"125009 г.Москва, Хлыновский туп., д.3, стр.5";"Центральный административный округ";"Пресненский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(499) 690-20-12";"schuc123.mskobr.ru";"123sch@couo.ru";1103
95;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка № 1216";"109147 г.Москва, Брошевский пер., д.21";"Центральный административный округ";"Таганский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 670-06-27";"schuc1216.mskobr.ru";"sch1216-moscow@yandex.ru";1106
96;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка № 1225";"105062 г.Москва, Лялин пер., д.12";"Центральный административный округ";"Басманный район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 916-20-66";"schuc1225.mskobr.ru/";"1225sch@mail.ru";1107
97;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка № 1275";"127473 г.Москва, ул.Достоевского, д.25, стр.1";"Центральный административный округ";"Тверской район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 681-09-67; (495) 631-40-22; (495) 631-67-49; (495) 631-67-19; (495) 684-30-30";"schuc1275.mskobr.ru";"sch1275@mail.ru";1112
98;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углублённым изучением экономики № 188";"127473 г.Москва, 3-ий Самотёчный пер., д.14";"Центральный административный округ";"Тверской район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"688-22-54";"schuc188.mskobr.ru";"188sch@mail.ru";1117
99;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (грузинским) компонентом образования № 1331";"121002 г.Москва, Сивцев Вражек пер., д.18";"Центральный административный округ";"район Арбат";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с этнокультурным (национальным) компонентом образования";"(499) 978-97-58; (499) 973-56-55; (499) 978-70-58";"schec1331.mskobr.ru";"school1331@rambler.ru";1123
100;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (еврейским) компонентом образования № 1621";"107078 Москва, Малый Козловский пер., д.3";"Центральный административный округ";"Басманный район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с этнокультурным (национальным) компонентом образования";"624-01-58";"schec1621.mskobr.ru";"1621sch@couo.ru";1125
101;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным(еврейским)компонентом образования № 1871";"101000 г. Москва, ул. Мясницкая, д.40";"Центральный административный округ";"Басманный район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с этнокультурным (национальным) компонентом образования";"730-87-51";"schec1871.mskobr.ru";"at1871ku@yahoo.ru";1138
102;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1239";"123001 г.Москва, Вспольный пер.,д.6, стр.3";"Центральный административный округ";"Пресненский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(495) 690-36-48; (495) 690-17-82";"coc1239.mskobr.ru";"mail@1239.ru";1152
103;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1240";"123056 г.Москва, Б.Кондратьевский пер., д.3";"Центральный административный округ";"Пресненский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"254-99-59";"coc1240.mskobr.ru";"admin1240@inbox.ru";1153
104;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1468";"109544 г.Москва, Новорогожская ул., д.9.";"Центральный административный округ";"Таганский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(495) 678-73-78; (495) 678-74-71";"coc1468.mskobr.ru";"tsentr1468@mail.ru";1191
105;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1479";"127051 г.Москва, Большой Каретный пер., д.22, стр.6";"Центральный административный округ";"Тверской район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"699-53-19";"coc1479.mskobr.ru";"1276_sch@mail.ru";1199
106;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1480";"105064, г.Москва, Гороховский пер., д.10, стр.1";"Центральный административный округ";"Басманный район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 261-43-26";"coc1480.mskobr.ru";"1480co@couo.ru";1200
107;"Государственное бюджетное образовательное учреждение города Москвы Центр образования № 1496";"119049 г.Москва, Ленинский проспект, д.13а";"Центральный административный округ";"район Якиманка";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 237-29-81";"coc1496.mskobr.ru";"co1496@yandex.ru";1211
108;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1641";"105005,Москва, Кондрашевский тупик, д. 3А";"Центральный административный округ";"Басманный район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 261-22-63";"coc1641.mskobr.ru";"co1641@yandex.ru";1219
109;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1685";"109240 г.Москва, Берниковская набер., д.12, стр.1";"Центральный административный округ";"Таганский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(495) 915-05-60; (495) 915-36-68";"co1685c.mskobr.ru";"centre1685@mail.ru";1224
110;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 175";"127006 г.Москва, Старопименовский пер., д.5";"Центральный административный округ";"Тверской район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(495) 699-88-00; (495) 694-20-68";"coc175.mskobr.ru";"school175@list.ru";1227
111;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 204 имени А.М. Горького";"127055, г. Москва, ул. Тихвинская, д.39, стр.2";"Центральный административный округ";"Тверской район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 972-62-41";"coc204.mskobr.ru/";"co204@yandex.ru";1246
112;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 345";"105066 г.Москва, Елоховский пр-д., д.1, стр.5";"Центральный административный округ";"Басманный район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 267-66-76";"coc345.mskobr.ru/";"info@school345.ru";1250
113;"Государственное бюджетное образовательное учреждение города Москвы Центр образования № 465";"109147 г.Москва, Б.Факельный пер., д.23, стр.1-1А";"Центральный административный округ";"Таганский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"911-35-26";"coc465.mskobr.ru";"465sch@rambler.ru";1254
114;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 497";"109240 г. Москва, 1-ый Котельнический пер., д.5";"Центральный административный округ";"Таганский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(495) 915-30-55";"co497c.mskobr.ru";"sch497@mail.ru";1256
115;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 57 ""Пятьдесят седьмая школа""";"119019 г. Москва, М.Знаменский пер.,д.7/10, стр.5";"Центральный административный округ";"район Хамовники";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(495) 691-85-72";"coc57.mskobr.ru";"co.school57@yandex.ru";1258
116;"Негосударственное образовательное учреждение – гимназия «Московская экономическая школа»";"";"Центральный административный округ";"Пресненский район";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 255-00-70,282-61-54";"";"mes@mes.ru";1296
117;"Негосударственное образовательное учреждение ""Елизаветинская гимназия""";"119017, г. Москва, ул. Большая Ордынка, д. 36, стр. 1";"Центральный административный округ";"Таганский район";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 651-84-47";"";"eligim@eligim.ru";1298
118;"Негосударственное образовательное учреждение ""Классическая гимназия при Греко-латинском кабинете Ю.А. Шичалина""";"";"Центральный административный округ";"Мещанский район";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Гимназия";"(495) 680-92-41";"noukggk.mskobr.ru";"info@mgl.ru";1299
119;"Негосударственное образовательное учреждение ""Православная школа искусств""";"";"Центральный административный округ";"Мещанский район";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 681-95-71";"nouoschart.mskobr.ru";"pshi@list.ru";1303
120;"Негосударственное образовательное учреждение Гуманитарная гимназия ""Альтаир""";"";"Центральный административный округ";"Пресненский район";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Гимназия";"202-76-39";"";"all-ng@yandex.ru";1308
121;"Негосударственное образовательное учреждение Православная Свято-Петровская школа";"";"Центральный административный округ";"Таганский район";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Гимназия";"(495) 916-34-94";"noupspsch.mskobr.ru";"info@tgym.ru";1315
122;"Негосударственное образовательное учреждение Средняя общеобразовательная ""Пироговская школа""";"";"Центральный административный округ";"район Якиманка";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 238-40-12";"noupirogsch.mskobr.ru";"pirogovka@mail.ru";1318
123;"Негосударственное образовательное учреждение Средняя общеобразовательная школа ""Виктория""";"Москва, ул. Правды, д.7/9, стр.1а";"Центральный административный округ";"Пресненский район";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 605-69-17";"nouviktorija.mskobr.ru";"hopeful2008@mail.ru";1320
124;"Негосударственное образовательное учреждение средняя общеобразовательная школа ""Современное образование""";"";"Центральный административный округ";"Красносельский район";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 607-25-64,(495) 607-40-73";"";"school-so@mail.ru";1329
125;"Негосударственное образовательное учреждение средняя общеобразовательная школа «Московский лицей «Ступени»";"";"Центральный административный округ";"Мещанский район";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Лицей";"(495) 680-54-83,(495) 680-89-55";"noustupeni.mskobr.ru";"stupeni@dol.ru";1334
126;"Негосударственное образовательное учреждение Церковно-приходская школа при Храме Всех Святых б. Ново-Алексеевского монастыря";"";"Центральный административный округ";"Красносельский район";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 264-55-74";"";"psch9325@gmail.com";1345
127;"Негосударственное общеобразовательное учреждение ""Школа сотрудничества""";"";"Центральный административный округ";"Таганский район";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 911-99-91";"";"info@cooperation.ru";1361
128;"Негосударственное общеобразовательное учреждение ""Эрудит""";"";"Центральный административный округ";"Таганский район";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 210-40-45";"";"erudite@erudite.ru";1362
129;"Негосударственное общеобразовательное учреждение Лингвистическая школа Московского института иностранных языков";"";"Центральный административный округ";"Красносельский район";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 264-90-64,(499) 264-10-51";"";"school@gaudeamus.ru";1365
130;"Некоммерческое партнерство ""Филипповская школа""";"";"Центральный административный округ";"район Хамовники";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"248-28-43,(495) 708-34-90";"";"fschool@fschool.ru";1383
