"OBJECTID";"name";"adress";"okrug";"rayon";"form_of_incorporation";"submission";"tip_uchrezhdeniya";"vid_uchrezhdeniya";"telephone";"web_site";"e_mail";"ID"
77;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1972";"117041, г.Москва, улица Бартеневская, дом 49, корпус 4";"Юго-Западный административный округ";"район Южное Бутово";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"715-59-54";"http://schuz1972.mskobr.ru";"info@sch1972.net";439
78;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 198";"119334, г. Москва, Ленинский проспект, д.39А";"Юго-Западный административный округ";"Гагаринский район";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 135-86-19";"http://schzuz198.mskobr.ru";"school198@rambler.ru";441
79;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1980";"117042, г. Москва, Чечерский проезд, дом 56";"Юго-Западный административный округ";"район Южное Бутово";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"715-51-36";"";"sch1980@mosuzedu.ru";442
80;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1981";"117042, г.Москва, ул. Бартеневская, д. 27";"Юго-Западный административный округ";"район Южное Бутово";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"717-17-54";"http://schuz1981.mskobr.ru/";"school1981@mosuzedu.ru";443
81;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 199";"117036 г. Москва, ул. Дм. Ульянова, д. 15, корп.1";"Юго-Западный административный округ";"Академический район";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"126-09-80";"http://schg199.mskobr.ru";"sch199@mail.ru";448
82;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1994";"117042, г. Москва, Аллея Витте, дом 2, корп. 1";"Юго-Западный административный округ";"район Южное Бутово";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"717-90-45";"http://schuz1994.mskobr.ru";"sch1994@mail.ru";449
83;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1995";"117198, г.Москва, улица Саморы Машела, дом 6, корпус 3";"Юго-Западный административный округ";"Обручевский район";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"438-95-68";"schuz1995.mskobr.ru";"school-1995@mail.ru";450
84;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 20";"117437, г.Москва, ул. Академика Арцимовича, дом 7";"Юго-Западный административный округ";"район Коньково";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"336-00-11";"";"sch20@mosuzedu.ru";452
85;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 200";"117574, г. Москва, ул. Голубинская, дом 21, корпус 3";"Юго-Западный административный округ";"район Ясенево";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"421-93-50";"http://schuz200.mskobr.ru";"school_200@mail.ru";453
86;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2003";"117624, г.Москва, улица Изюмская, дом 28, корпус 3";"Юго-Западный административный округ";"район Южное Бутово";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 793-03-27";"http://schuz2003.mskobr.ru/";"sch2003@mail.ru";456
87;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2008";"117624, город Москва, ул. Изюмская, д. 34, корпус 3";"Юго-Западный административный округ";"район Южное Бутово";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"717-32-81";"http://schuz2008.mskobr.ru/";"sch2008@mosuzedu.ru";458
88;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2009";"117041, г.Москва, улица Адмирала Руднева, дом 16, корпус 1";"Юго-Западный административный округ";"район Южное Бутово";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"717-19-54";"http://schuz2009.mskobr.ru";"info@sch2009.net";459
89;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2013";"117342, г.Москва, ул. Островитянова, дом 53, корпус 4";"Юго-Западный административный округ";"район Коньково";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"336-02-33";"http://schuz2013.mskobr.ru/";"inbox@school2013.ru";462
90;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2014";"117041, г. Москва, улица Кадырова, дом 10";"Юго-Западный административный округ";"район Южное Бутово";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 714-69-63";"";"school@2014.msk.ru ; school2014@mosuzedu.ru";463
91;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2046";"117148, Москва, улица Маршала Савицкого, дом 6, корпус 4";"Юго-Западный административный округ";"район Южное Бутово";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499)232-11-09,(499)-232-11-09";"http://schuz2046.mskobr.ru/";"sch2046@ou.mosuzedu.ru";479
92;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2047";"117148, г.Москва, ул. Маршала Савицкого, дом 26, корпус 4";"Юго-Западный административный округ";"район Южное Бутово";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(916) 772-76-60";"http://schuz2047.mskobr.ru";"school2047@mail.ru";480
93;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2049";"117624, г. Москва, ул. Изюмская, д. 61 к.2";"Юго-Западный административный округ";"район Южное Бутово";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 232-83-18";"";"";482
94;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 22";"119333, г. Москва, Университетский проспект, дом 4А";"Юго-Западный административный округ";"Гагаринский район";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 137-57-84";"";"";521
95;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 25";"119296, г.Москва, Университетский проспект, дом 7";"Юго-Западный административный округ";"Гагаринский район";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"938-00-25";"http://schuz25.mskobr.ru";"direkt@sch25.mosuzedu.ru";540
96;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 26";"119296, г.Москва, Университетский проспект, дом 3";"Юго-Западный административный округ";"Гагаринский район";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"930-50-70";"http://schuz26.mskobr.ru";"mosschool26@gmail.com";548
97;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 3";"117420, г. Москва, улица Новочеремушкинская, дом 62, корпус 2";"Юго-Западный административный округ";"район Черёмушки";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"331-08-22";"";"sch3@mosuzedu.ru";570
98;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 4";"117218, г.Москва, ул.Профсоюзная, д. 9А";"Юго-Западный административный округ";"Академический район";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 125-37-94";"http://schuz4/mskobr/ru.";"moschool4@yandex.ru";618
99;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 49";"""117279, г.Москва, ул.Генерала Антонова, дом 4 """"А""""""";"Юго-Западный административный округ";"район Коньково";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"334-23-31";"schuz49.mskobr.ru";"pen@sch49.mosuzedu.ru";663
100;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 5";"117638, г. Москва, улица Сивашская, дом 2, корпус 1";"Юго-Западный административный округ";"район Зюзино";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 317-90-81";"http://schuz5.mskobr.ru";"school5@narod.ru";670
101;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 51";"117513, г.Москва, Ленинский пр-т, дом 125, корп.4";"Юго-Западный административный округ";"район Тёплый Стан";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 438-24-56";"schuz51.mskobr.ru";"sch51@mosuzedu.ru";673
102;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 516";"117149, г. Москва, ул. Одесская, д. 13";"Юго-Западный административный округ";"район Зюзино";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"310-26-66";"http://schuz516.mskobr.ru/";"sch516.msk@gmail.com";678
103;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 517";"117186, город Москва, Нахимовский проспект, дом 10";"Юго-Западный административный округ";"район Котловка";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"121-92-33";"http://schuz517.mskobr.ru/";"school517@mail.ru";679
104;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 520";"117447, г.Москва, ул.Винокурова, д.19";"Юго-Западный административный округ";"район Котловка";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 724-23-00";"http://schuz520.mskobr.ru/";"s520@list.ru";683
105;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 521";"117449, г.Москва, улица Новочерёмушкинская, дом 3";"Юго-Западный административный округ";"Академический район";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа ""Школа Здоровья""";"126-04-48";"http://schzuz521.mskobr.ru/users/";"school521@bk.ru";684
106;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 522";"117447, г.Москва, Севастопольский проспект, д.20А";"Юго-Западный административный округ";"район Котловка";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"129-39-88";"http://schuz522.mskobr.ru";"sk522@mail.ru";685
107;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 524";"117303, г.Москва, Балаклавский проспект, д. 32А";"Юго-Западный административный округ";"район Зюзино";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"318-99-07";"http://schuz524.mskobr.ru";"";686
108;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 53";"119261, г. Москва, улица Панфёрова, дом 8, корпус 1";"Юго-Западный административный округ";"Ломоносовский район";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"134-55-97";"http://schuz53.mskobr.ru";"adm@sch53.ru";689
109;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 531";"117209, г.Москва, Перекопская улица, д. 7, к. 3";"Юго-Западный административный округ";"район Зюзино";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"122-91-00";"";"sch531@ou.mosuzedu.ru";690
110;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 535";"117452, г. Москва, ул. Азовская, д.31;";"Юго-Западный административный округ";"район Зюзино";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"310-54-22";"http:// schuz535.mskobr.ru";"SOSH535@yandex.ru";692
111;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 536";"117452, г.Москва, ул.Азовская, д.41";"Юго-Западный административный округ";"район Зюзино";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"318-59-09";"";"sch536@rambler.ru; kollegia@list.ru";693
112;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 538 имени С.В. Гришина";"117461, г.Москва, ул.Каховка, д.19, корп.2";"Юго-Западный административный округ";"район Зюзино";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"121-60-92";"http://schuz538.mskobr.ru";"sch538@mail.ru";694
113;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 541";"117186, г.Москва, ул. Ремизова, дом 12";"Юго-Западный административный округ";"район Котловка";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"127-66-74";"http://schuz541.mskobr.ru";"sch541@mosuzedu.ru";696
114;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 568";"117186, город Москва, улица Нагорная, дом 32, корпус 3";"Юго-Западный административный округ";"район Котловка";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа ""Школа Здоровья""";"(499) 127-58-98";"http://schzuz568mskobr.ru";"sae568@mail.ru";707
115;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 584";"117292, г.Москва, ул.Профсоюзная, д.24, корп.4";"Юго-Западный административный округ";"Академический район";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"125-59-21";"http://schuz584.mskobr.ru/";"sch584@mosuzedu.ru";710
116;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 626 имени Н.И.Сац";"117186, г. Москва, Севастопольский проспект, дом 43а";"Юго-Западный административный округ";"район Котловка";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"127-48-74";"http://schuz626.mskobr.ru";"s626@rambler.ru";731
117;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 658";"117461, город Москва, улица Каховка, дом 12 корпус 2";"Юго-Западный административный округ";"район Зюзино";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"310-83-43";"";"school658@mosuzedu.ru";746
118;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 693";"117593, г. Москва, Соловьиный проезд, дом 4, корпус 3";"Юго-Западный административный округ";"район Ясенево";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"426-79-11";"schuz693.mskobr.ru";"sch693@mail.ru";761
119;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 765";"117588, г. Москва, Литовский бульвар, дом 10, корпус 2";"Юго-Западный административный округ";"район Ясенево";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"426-64-11";"www.schuz765.mskobr.ru/";"school765@mail.ru";807
120;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 779";"117335, г.Москва, ул. Вавилова, д. 91";"Юго-Западный административный округ";"Ломоносовский район";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"134-80-21";"";"";815
121;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 780";"117588, г.Москва, Литовский бульвар, дом 42, корпус 2";"Юго-Западный административный округ";"район Ясенево";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"426-85-01";"schuz780.mskobr.ru";"sch780@mosuzedu.ru";816
122;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 789";"117574, г. Москва, улица Голубинская, дом 5, корп.3";"Юго-Западный административный округ";"район Ясенево";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"421-47-88";"http://schuz789.mskobr.ru/";"sch789@mail.ru";821
123;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 790";"117588, г. Москва, Новоясеневский проспект, дом 24, корпус 3";"Юго-Западный административный округ";"район Ясенево";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"427-68-01";"";"sch790@mail.ru";823
124;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 791";"117342, г. Москва, ул. Бутлерова, д. 38а";"Юго-Западный административный округ";"район Коньково";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"334-80-21";"http://schuz791.mskobr.ru";"school791@yandex.ru";824
125;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 793";"117342, г. Москва, ул. Бутлерова, дом 24-А";"Юго-Западный административный округ";"район Коньково";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"333-74-08";"";"school793@mosuzedu.ru";825
126;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 794";"117593, г.Москва, Литовский бульвар, дом 17, корпус 4";"Юго-Западный административный округ";"район Ясенево";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"426-17-11";"";"sch794@ou.mosuzedu.ru";826
127;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 862";"117463, Москва,  ул. Голубинская, д. 23, корп. 3";"Юго-Западный административный округ";"район Ясенево";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"422-34-00";"";"sch862@mosuzedu.ru";860
128;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 863";"117342, г.Москва, ул. Введенского, дом 27а";"Юго-Западный административный округ";"район Коньково";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"335-06-88";"";"school863@mosuzedu.ru";861
129;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 864";"117588, г. Москва, Литовский бульвар, дом 6, корпус 2";"Юго-Западный административный округ";"район Ясенево";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"425-67-67";"http://schuz864.mskobr.ru";"sch864@mail.ru";862
130;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 865";"117321, г. Москва, улица Профсоюзная, дом 142, корпус 5";"Юго-Западный административный округ";"район Тёплый Стан";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"338-34-55";"schuz865.mskobr.ru";"school865@mail.ru";863
131;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 9";"119421, г.Москва, ул.Новаторов, д.34, корп.1, 2";"Юго-Западный административный округ";"Обручевский район";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"936-40-06";"http://schuz9.mskobr.ru/";"school9msk@mail.ru";881
132;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 930";"117321, г. Москва, ул. Островитянова, дом 18, к. 5";"Юго-Западный административный округ";"район Тёплый Стан";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"338-98-88";"http://schuz930.mskobr.ru";"sch930@mail.ru";900
133;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 931";"117465, г. Москва, ул. Генерала Тюленева, дом 19";"Юго-Западный административный округ";"район Тёплый Стан";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"337-44-11";"http://schuz931 .mskobr.ru";"school931@mosuzedu.ru";901
134;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1064";"117624, г. Москва, улица Скобелевская, дом 30";"Юго-Западный административный округ";"район Южное Бутово";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"716-67-45";"";"info@1064.msk.ru";938
135;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1206";"117593, г. Москва, Литовский бульвар  дом 3, корпус 3";"Юго-Западный административный округ";"район Ясенево";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"426-64-22";"";"sch1206@mail.ru";968
136;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1260";"119333, г. Москва, ул. Фотиевой, дом 14, корп. 3";"Юго-Западный административный округ";"Гагаринский район";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"137-57-81";"";"";984
137;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1264";"119313, г.Москва, Ленинский проспект, д. 93 а, 93 б, 91 А";"Юго-Западный административный округ";"Ломоносовский район";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"132-37-77";"schuuz1264.mskobr.ru";"infschool1264@mail.ru";986
138;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1266";"119334, г. Москва, Ленинский проспект, дом 43А";"Юго-Западный административный округ";"Гагаринский район";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"135-32-90";"http://schuuz1266.mskobr.ru";"s1266@rambler.ru";987
139;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1273";"117647, г.Москва, улица Академика Капицы, д.12";"Юго-Западный административный округ";"район Коньково";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"420-15-00";"http://schuuz1273.mskobr.ru/";"sch1273@yandex.ru";990
140;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1279";"117149, г.Москва, улица Азовская, дом 2, корпус 2";"Юго-Западный административный округ";"район Зюзино";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(499) 619-39-43";"http://schuuz1279.mskobr.ru/";"s1279@yandex.ru";992
141;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1280";"117218, г. Москва, Кржижановского ул., д. 30";"Юго-Западный административный округ";"Академический район";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"129-78-55";"http://schuuz1280uz.mskobr.ru";"sch1280@yandex.ru";993
142;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1354";"117624, г. Москва, улица Изюмская, дом 38, корпус 1";"Юго-Западный административный округ";"район Южное Бутово";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"716-45-45";"";"";1005
143;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1356";"117216, г.Москва, ул.Грина, д.18 б";"Юго-Западный административный округ";"район Северное Бутово";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"711-50-81";"";"lingvoschool1356@yandex.ru";1006
144;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1361";"117393, г. Москва, улица Академика Пилюгина, дом 14А";"Юго-Западный административный округ";"Ломоносовский район";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"134-45-17";"http://shuuz1361.mskobr.ru/";"gou1361@mosuzedu.ru";1009
145;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением восточных языков № 2042 имени Лазаревых";"117303, г.Москва, ул. Одесская, дом 16, корп. 2";"Юго-Западный административный округ";"район Зюзино";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(499) 723-10-09";"";"school-2042@yandex.ru";1029
146;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1205";"117335, г. Москва, улица Архитектора Власова, дом 19а";"Юго-Западный административный округ";"район Черёмушки";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(499) 128-18-33";"http://schuuz1205.mskobr.ru";"info1205@yandex.ru";1046
147;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением информационных технологий № 1368";"117041, г. Москва, улица Академика Понтрягина, дом 17, корпус 1";"Юго-Западный административный округ";"район Южное Бутово";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"715-11-63";"http://schuuz1368.mskobr.ru";"sch1368@mosuzedu.ru";1062
148;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением математики и информатики № 7";"119331, г. Москва, улица Крупской, дом 17";"Юго-Западный административный округ";"Ломоносовский район";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"138-38-09";"http://schuzu7.mskobr.ru/";"school_7@inbox.ru";1069
149;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением немецкого языка № 1385";"117209, г. Москва, улица Перекопская, дом 21";"Юго-Западный административный округ";"район Черёмушки";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"331-80-11";"http://http://schuuz1385.mskobr.ru/";"info1385@rambler.ru";1080
150;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением области знаний ""Искусство"" № 1372";"117042, г. Москва, Чечёрский проезд, дом 80";"Юго-Западный административный округ";"район Южное Бутово";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"715-27-18";"";"sch1372@mosuzedu.ru";1084
151;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением области знаний ""Технология"" № 1379";"117335, г. Москва, улица Гарибальди, дом 19, корпус 1";"Юго-Западный административный округ";"район Черёмушки";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"128-67-77";"http://schuuz1379.mskobr.ru/";"muk20@mail.ru";1086
