"ID","COMPLEX_ID","NAME",,
800,235,"ж. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1172",,
801,235,"з. Государственное бюджетное образовательное учреждение города Москвы детский сад № 2710",,
802,236,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» №709",,
803,236,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2658",,
804,236,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1188",,
805,236,"г. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 610",,
806,237,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1378",,
807,237,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад № 2656 ",,
808,237,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад № 2657 ",,
809,238,"а. Государственное бюджетное образовательное учреждение города Москвы гимназия № 1573",,
810,238,"б. Государственное бюджетное образовательное учреждение города Москвы центр образования № 1490",,
811,238,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2532",,
812,238,"г. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1351",,
813,239,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 332",,
814,239,"б. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №954",,
815,239,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад № 1045",,
816,239,"г. Государственное бюджетное образовательное учреждение города Москвы детский сад № 218",,
817,239,"д. Государственное бюджетное образовательное учреждение города Москвы детский сад № 2152",,
818,240,"а. Государственное бюджетное образовательное учреждение города Москвы гимназия № 1577",,
819,240,"б. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №752",,
820,240,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 58",,
821,240,"г. Государственное бюджетное образовательное учреждение города Москвы детский сад № 847",,
822,240,"д. Государственное бюджетное образовательное учреждение города Москвы детский сад №15",,
823,240,"е. Государственное бюджетное образовательное учреждение города Москвы детский сад № 2697",,
824,241,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 763",,
825,241,"б. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 751",,
826,241,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 1313",,
827,241,"г. Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 925",,
828,241,"д. Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2269",,
829,242,"а. Государственное бюджетное образовательное учреждение города Москвы центр образования № 1449",,
830,242,"б. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» № 266",,
831,242,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад № 39",,
832,242,"г. Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 372",,
833,242,"д. Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 977",,
834,242,"е. Государственное бюджетное образовательное учреждение города Москвы детский сад № 1074",,
835,243,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 305",,
836,243,"б. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 302",,
837,243,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад № 928",,
838,243,"г. Государственное бюджетное образовательное учреждение города Москвы детский сад № 390",,
839,244,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1412",,
840,244,"б. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 255",,
841,244,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 1014",,
842,244,"г. Государственное бюджетное образовательное учреждение города Москвы детский сад № 1113",,
843,244,"д. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1115",,
844,244,"е. Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 1640",,
845,244,"ё. Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида с приоритетным осуществлением деятельности по художественно-эстетическому развитию детей № 932",,
846,244,"ж. Государственное бюджетное образовательное учреждение города Москвы детский сад № 2153",,
847,245,"а. Государственное бюджетное образовательное учреждение города Москвы центр образования № 1444",,
848,245,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 278",,
849,245,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад № 720",,
850,245,"г. Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка-детский сад № 1818",,
851,246,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1370",,
852,246,"б. Государственное бюджетное образовательное учреждение города Москвы центр образования № 1446",,
853,246,"в. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 301",,
854,246,"г. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 961",,
855,246,"д. Государственное бюджетное образовательное учреждение города Москвы детский сад № 1106",,
856,246,"е. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1193",,
857,246,"ё. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1782",,
858,246,"ж. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1445",,
859,247,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка № 1095",,
860,247,"б. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 757",,
861,247,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 874",,
862,247,"г. Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка-детский сад № 1435",,
863,247,"д. Государственное бюджетное образовательное учреждение города Москвы детский сад № 1963",,
864,247,"е. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1744",,
865,248,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 281",,
866,248,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад № 588 ",,
867,248,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад № 2254",,
868,249,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 252",,
869,249,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад № 2151",,
870,250,"а. Государственное бюджетное образовательное учреждение города Москвы Государственная столичная гимназия",,
871,250,"б. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 241",,
872,250,"в. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 758",,
873,250,"г. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1001",,
874,250,"д. Государственное бюджетное образовательное учреждение города Москвы детский сад № 655",,
875,250,"е. Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 1444",,
876,251,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 756",,
877,251,"б. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 290",,
878,251,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 715",,
879,251,"г. Государственное бюджетное образовательное учреждение города Москвы детский сад № 665",,
880,252,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1414",,
881,252,"б.Государственное бюджетное образовательное учреждение города Москвы детский сад № 59",,
882,253,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №311",,
883,253,"б. Государственное бюджетное образовательное учреждение города Москвы специальная (коррекционная) начальная школа-детский сад VII вида № 1822",,
884,254,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1415 ",,
885,254,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 1956",,
886,255,"а. Государственное бюджетное образовательное учреждение города Москвы центр образования № 1464",,
887,255,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад № 1964",,
888,256,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 230 ",,
889,256,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 121 «Мэрхен»",,
890,256,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 181",,
891,256,"г. Государственное бюджетное образовательное учреждение города Москвы детский сад № 1745",,
892,257,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного языка № 1236",,
893,257,"б. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 250",,
894,257,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 5",,
895,257,"г. Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 425",,
896,258,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 910",,
897,258,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1120",,
898,258,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад компенсируюущего вида № 92",,
899,259,"а. Государственное бюджетное образовательное учреждение города Москвы Гимназия № 1558 имени Росалии де Кастро",,
900,259,"б. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 299",,
901,259,"в. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1097",,
902,259,"г. Государственное бюджетное образовательное учреждение города Москвы детский сад № 1870",,
903,259,"д. Государственное бюджетное образовательное учреждение города Москвы детский сад № 598",,
904,259,"е. Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2420",,
905,259,"ё. Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка-детский сад № 1591",,
906,260,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 963",,
907,260,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 567",,
908,260,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1446",,
909,260,"г. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1832",,
910,260,"д. Государственное бюджетное образовательное учреждение города Москвы детский сад № 2149",,
911,261,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1413",,
912,261,"б. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 964",,
913,261,"в. Государственное бюджетное образовательное учреждение города Москвы центр образования № 1682",,
914,261,"г. Государственное бюджетное образовательное учреждение города Москвы детский сад № 1002",,
915,261,"д. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида №1033",,
916,261,"е. Государственное бюджетное образовательное учреждение города Москвы детский сад № 1116",,
917,261,"ё. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1121",,
918,261,"ж. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1646 ",,
919,262,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 283",,
920,262,"б. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 753",,
921,262,"в. Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка – детский сад № 2576",,
922,262,"г. Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 112",,
923,262,"д. Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1047",,
924,262,"е. Государственное бюджетное образовательное учреждение города Москвы начальная школа - детский сад № 1856 ",,
925,263,"а. Государственное бюджетное образовательное учреждение города Москвы лицей информационных технологий № 1537",,
926,263,"б. Государственное бюджетное образовательное учреждение города Москвы центр образования «Школа здоровья» № 1099",,
927,263,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1962",,
928,263,"г. Государственное бюджетное образовательное учреждение города Москвы детский сад № 2577",,
929,263,"д. Государственное бюджетное образовательное учреждение города Москвы детский сад № 1344",,
930,263,"е. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2704",,
931,264,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 289",,
932,264,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад присмотра и оздоровления № 403",,
933,264,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2249",,
934,264,"г. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1867",,
935,264,"д. Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка-детский сад № 474",,
936,265,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 277",,
937,265,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад присмотра и оздоровления № 2142",,
938,266,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» № 1138",,
939,266,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 507",,
940,266,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад № 2531",,
941,267,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 968",,
942,267,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 832",,
943,268,"а. Государственное бюджетное образовательное учреждение города Москвы лицей № 1568",,
944,268,"б. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением испанского языка № 1237 имени Пабло Неруды",,
945,268,"в. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 307",,
946,268,"г. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 233",,
947,268,"д. Государственное бюджетное образовательное учреждение города Москвы детский сад № 1880",,
948,268,"е. Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 1606",,
949,268,"ё. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2145",,
950,268,"ж. Государственное бюджетное образовательное учреждение города Москвы детский сад № 1255",,
951,268,"з. Государственное бюджетное образовательное учреждение города Москвы детский сад № 1928",,
952,269,"а. Государственное бюджетное образовательное учреждение города Москвы гимназия № 1572",,
953,269,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад № 1530",,
954,270,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 276",,
955,270,"б. Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка-детский сад № 1888",,
956,270,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад № 261",,
957,271,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 285 имени В.А. Молодцова",,
958,271,"б. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1038",,
959,271,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад № 1222",,
960,271,"г. Государственное бюджетное образовательное учреждение города Москвы детский сад № 2150",,
961,271,"д. Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2185",,
962,272,"а. Государственное бюджетное образовательное учреждение города Москвы центр образования № 1494",,
963,272,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 290",,
964,272,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад № 392",,
965,272,"г. Государственное бюджетное образовательное учреждение города Москвы детский сад № 2146",,
966,273,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 279 имени А.Т. Твардовского",,
967,273,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 271",,
968,274,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным русским компонентом образования № 1316",,
969,274,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 998",,
970,274,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2575",,
971,275,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 180",,
972,275,"б. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 245",,
973,275,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 387",,
974,275,"г. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 937",,
975,276,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 960",,
976,276,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 909",,
977,276,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1245",,
978,277,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 755",,
979,277,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад № 1739",,
980,278,"а. Государственное бюджетное образовательное учреждение города Москвы Гимназия № 1518",,
981,278,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад № 2256",,
982,279,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 750",,
983,279,"б. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1096",,
984,279,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад № 924",,
985,279,"г. Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 1960",,
986,279,"д. Государственное бюджетное образовательное учреждение города Москвы детский сад № 962",,
987,280,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1374",,
988,280,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад № 291",,
989,280,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад № 783",,
990,281,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа «Школа здоровья» № 306",,
991,281,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад № 1539",,
992,281,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад № 2170",,
993,281,"г. Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 702",,
994,282,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 950",,
995,282,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1439",,
996,283,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1381 ",,
997,283,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад № 2545",,
998,283,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 1240",,
999,283,"г. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 696",,
1000,284,"а. Государственное бюджетное образовательное учреждение города Москвы центр образования № 166 ",,
1001,284,"б. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 219",,
1002,284,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1178",,
1003,284,"г. Государственное бюджетное образовательное учреждение города Москвы детский сад № 1072",,
1004,284,"д. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1067",,
1005,285,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1956",,
1006,285,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2399",,
1007,286,"а. Государственное бюджетное образовательное учреждение города Москвы центр образования № 1482",,
1008,286,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2035",,
1009,287,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 956",,
1010,287,"б. Государственное бюджетное образовательное учреждение города Москвы детский сад № 1282",,
1011,288,"а. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1098",,
1012,288,"б. Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 246",,
1013,288,"в. Государственное бюджетное образовательное учреждение города Москвы детский сад № 487",,
