"OBJECTID";"name";"adress";"okrug";"rayon";"form_of_incorporation";"submission";"tip_uchrezhdeniya";"vid_uchrezhdeniya";"telephone";"web_site";"e_mail";"ID"
75;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 475";"109390, г. Москва, ул. Люблинская, д. 45";"Юго-Восточный административный округ";"район Текстильщики";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 178-60-88";"schuv475.mskobr.ru";"sc475@yandex.ru";655
76;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 478";"109125, г. Москва, ул. Саратовская, дом 16а";"Юго-Восточный административный округ";"район Текстильщики";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 177-99-10; (499) 177-99-10";"schuv478.mskobr.ru";"scool478@mail.ru";656
77;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 479 имени дважды Героя Советского Союза Маршала В.И. Чуйкова";"109443, г. Москва, ул. Юных Ленинцев, д. 68, корп. 2";"Юго-Восточный административный округ";"район Кузьминки";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 172-77-24";"schuv479.mskobr.ru";"School479@yandex.ru";657
78;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 481 имени Маршала Советского Союза И.Х. Баграмяна";"109052,г. Москва, улица Нижегородская, дом 67";"Юго-Восточный административный округ";"Нижегородский район";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"678-34-55";"sch481uv.mskobr.ru/";"school_481@inbox.ru";659
79;"Государственное бюджетное образовательное учреждение города Москвы Средняя общеобразовательная школа № 484 имени дважды Героя Советского Союза В.И.Попкова";"109129, г. Москва, 11-я ул. Текстильщиков, дом 6";"Юго-Восточный административный округ";"район Текстильщики";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 178-15-12";"sch484.uvao.mskobr.ru/";"skola484@mail.ru";660
80;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 485";"115193, г. Москва, 3-й Кожуховский проезд, д. 3а";"Юго-Восточный административный округ";"Южнопортовый район";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 710-19-94; (495) 679-46-56; (495) 679-35-89; (495) 671-99-69";"schuv485.mskobr.ru";"school485@mail.ru";661
81;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 489";"109518, г. Москва, Волжский бульвар, д. 6, корпус 3";"Юго-Восточный административный округ";"район Текстильщики";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"177-56-92";"schuv489.mskobr.ru";"school489@nm.ru";662
82;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 493";"109235, г. Москва, 1 Курьяновский проезд, дом 14";"Юго-Восточный административный округ";"район Печатники";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 348-82-11; (495) 348-83-11; (495) 348-83-10";"schuv493mskobr.ru";"shkola493@yandex.ru";665
83;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 495";"109651, Москва, ул. Подольская, д.15";"Юго-Восточный административный округ";"район Марьино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"356-95-61";"schuv495.mskobr.ru";"school495@yandex.ru";667
84;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 495";"109651, Москва, ул. Подольская, д.15";"Юго-Восточный административный округ";"район Марьино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"356-95-61";"schuv495.mskobr.ru";"school495@yandex.ru";667
85;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 499";"109651, г. Москва, Батайский проезд, дом 23";"Юго-Восточный административный округ";"район Марьино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 356-03-11";"schuv499.mskobr.ru";"shkola499@yandex.ru";669
86;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 509";"115193, г. Москва, 6-я Кожуховская ул., д. 8";"Юго-Восточный административный округ";"Южнопортовый район";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 710-19-95";"schuv509.mskobr.ru";"tet509@mail.ru";672
87;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 519";"109388, г. Москва, ул. Гурьянова, д. 33";"Юго-Восточный административный округ";"район Печатники";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"353-90-09";"schuv519.mskobr.ru";"school519@rambler.ru";681
88;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 519";"109388, г. Москва, ул. Гурьянова, д. 33";"Юго-Восточный административный округ";"район Печатники";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"353-90-09";"schuv519.mskobr.ru";"school519@rambler.ru";682
89;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 572";"109559, г. Москва, Тихорецкий бульвар, д. 8А";"Юго-Восточный административный округ";"район Люблино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"358-05-63";"couv572.mskobr.ru";"sch572@rambler.ru";708
90;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 623";"109378, г. Москва, Волгоградский проспект, дом 157, корпус 4";"Юго-Восточный административный округ";"район Кузьминки";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"379-75-27";"schuv623.mskobr.ru";"Direktor623@yandex.ru";730
91;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 632";"111250, г.Москва, ул. Красноказарменная, дом 3, корпус 1.";"Юго-Восточный административный округ";"район Лефортово";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"267-76-55";"schuv632.mskobr.ru/";"school632@list.ru";735
92;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 687";"109390, г. Москва, 1-ая улица Текстильщиков, д. 16";"Юго-Восточный административный округ";"район Текстильщики";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"179-65-39";"schuv687.mskobr.ru";"school687@mail.ru";758
93;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 733";"111020, г. Москва, ул. Лонгиновская, д. 6";"Юго-Восточный административный округ";"район Лефортово";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"360-05-61";"schuv733.mskobr.ru";"sch733@mail.ru";784
94;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 735";"111024, г.Москва, ул. Авиамоторная, дом 51 Б";"Юго-Восточный административный округ";"район Лефортово";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"273-19-91";"schuv735.mskobr.ru";"sch.735@gmail.com";785
95;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 773";"109548, г. Москва, ул. Полбина, д. 18";"Юго-Восточный административный округ";"район Печатники";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"353-33-86";"schuv773.mskobr.ru";"773school@mail.ru";810
96;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 775";"109382, г.Москва Армавирская ул., д. 4";"Юго-Восточный административный округ";"район Люблино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 358-93-65; (495) 358-94-92; (495) 358-93-92; (495) 358-93-74; (495) 359-33-07";"couv775.mskobr.ru/";"sch775@uvuo.ru";811
97;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 776";"109377, г. Москва, 1-я Новокузьминская ул., д.21";"Юго-Восточный административный округ";"Рязанский район";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"378-24-47";"schuv776.mskobr.ru/";"shkola776@yandex.ru";812
98;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 777";"109428, г. Москва, ул. Маевок, дом 4";"Юго-Восточный административный округ";"Рязанский район";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 171-96-10";"hhtp://schuv777.mskobr.ru";"school777@inbox.ru";813
99;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 778";"109439, г. Москва, ул. Академика Скрябина, д. 36, корп. 3";"Юго-Восточный административный округ";"район Кузьминки";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 379-27-35";"http://schuv778.mskobr.ru";"ecoschool778@yandex.ru";814
100;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 84";"109507, г. Москва, Ферганский проезд, д. 10, корпус 5";"Юго-Восточный административный округ";"район Выхино-Жулебино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"376-41-17";"schuv84.mskobr.ru";"info@rost84.ru";843
101;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 841";"109518, город Москва, Волжский бульвар, дом 6, корпус 4";"Юго-Восточный административный округ";"район Текстильщики";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"177-56-77";"schuv841.mskobr.ru";"school_841_@mail.ru";845
102;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 846";"109388, г. Москва, ул. Полбина, д. 44";"Юго-Восточный административный округ";"район Печатники";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"354-28-07";"schuv846.mskobr.ru";"sch846@mail.ru";849
103;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 894";"109507, г. Москва, Ферганский проезд, д. 10, к. 4";"Юго-Восточный административный округ";"район Выхино-Жулебино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"377-90-81";"schuv894.mskobr.ru";"sch894@mail.ru";879
104;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 899";"109377, город Москва, улица Зеленодольская, дом 7, корпус 4";"Юго-Восточный административный округ";"Рязанский район";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 919-43-43; (495) 919-20-51; (495) 657-74-09";"schuv899.mskobr.ru";"sch899@mail.ru";880
105;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 911";"109428, г. Москва, Зарайская улица д. 55";"Юго-Восточный административный округ";"Рязанский район";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 170-90-38";"schuv911.mskobr.ru";"sk911@rambler.ru";888
106;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 913";"109380, г. Москва, ул. Степана Шутова, д. 8, кор. 3";"Юго-Восточный административный округ";"район Люблино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"377-69-71";"schuv913.mskobr.ru";"school_913@mail.ru";889
107;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 918";"109383, г. Москва, ул. Полбина, д. 68, стр. 1";"Юго-Восточный административный округ";"район Печатники";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 354-07-10";"schuv918.mskobr.ru";"school918@mail.ru";894
108;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 919 имени  Маршала Советского Союза С.К.Куркоткина";"109386, г. Москва, ул. Краснодарская, д. 25, корп. 2";"Юго-Восточный административный округ";"район Люблино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(495) 359-52-29";"couv919.mskobr.ru";"sch919@yandex.ru";895
109;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1458";"109451,  г.Москва Перервинский б-р, д.10, корп. 1";"Юго-Восточный административный округ";"район Марьино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 346-25-10; (495) 346-25-11; (495) 346-45-50; (495) 345-34-45; (495) 345-26-01; (499) 772-89-70; (499) 722-79-50; (499) 722-79-51";"couv1458.mskobr.ru";"co1458@mail.ru";940
110;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2051 ""Педагогический комплекс""";"111674, г. Москва, проспект Защитников Москвы, д. 9, корп.2";"Юго-Восточный административный округ";"район Некрасовка";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 783-83-14; (495) 967-86-21";"dsuv2725.mskobr.ru";"co2051@gmail.com";944
111;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №654 имени А.Д. Фридмана";"109129, г. Москва, ул. Юных Ленинцев, д. 35, к.2";"Юго-Восточный административный округ";"район Текстильщики";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 179-76-51; (499) 179-57-06";"cog654.mskobr.ru";"co654@list.ru";949
112;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа Российско-Словацкой дружбы № 1934";"109451, г. Москва, Мячковский бульвар, д. 7, к. 1";"Юго-Восточный административный округ";"район Марьино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 722-77-15";"sch1934uv.mskobr.ru";"sch1934@uvuo.ru";960
113;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1208";"109443, г. Москва, ул. Зеленодольская, дом 33, корпус 3";"Юго-Восточный административный округ";"район Кузьминки";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(499) 172-78-49";"schuvu1208.mskobr.ru";"1208@inbox.ru";969
114;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1226";"111116, г. Москва, ул. Красноказарменная, д. 21";"Юго-Восточный административный округ";"район Лефортово";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 362-56-80";"schuvu1226.mskobr.ru";"school1226@mail.ru";974
115;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1228";"111024, г. Москва, Авиамоторная ул, д.42";"Юго-Восточный административный округ";"район Лефортово";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 673-10-64";"schuvu1228.mskobr.ru";"1228@uvuo.ru";976
116;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1229";"111033, г.Москва, Верхний Золоторожский переулок, д. 2";"Юго-Восточный административный округ";"район Лефортово";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"362-46-00";"schuvu1229.mskobr.ru";"mail@1229.ru";977
117;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1256";"109338, город Москва, улица Полбина, дом 38";"Юго-Восточный административный округ";"район Печатники";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"353-71-90";"schuvu1256.mskobr.ru";"sch1256@mail.ru";983
118;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1319";"109469, г. Москва, Мячковский бульвар, дом 21";"Юго-Восточный административный округ";"район Марьино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 658-61-35";"schuvu1319.mskobr.ru";"sch1319lingua@mail.ru";1000
119;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1357";"109451, г. Москва, Перервинский бульвар, дом 10, к. 2";"Юго-Восточный административный округ";"район Марьино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"346-26-10";"schuvu1357.mskobr.ru";"school1357@mail.ru";1007
120;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1359";"109145, г. Москва, Пронская ул., д. 4, кор. 1";"Юго-Восточный административный округ";"район Выхино-Жулебино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 705-53-32; (495) 705-57-00; (495) 705-40-60";"schuvu1359.mskobr.ru";"sch1359@mail.ru";1008
121;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением биологии и химии № 1344";"109472, г. Москва, ул. Чугунные ворота, дом 11";"Юго-Восточный административный округ";"район Выхино-Жулебино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"376-45-35";"schuvu1344.mskobr.ru";"mail@schuvu1344.ru";1028
122;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением математики № 1350";"109444, г. Москва, Ташкентский пер., д. 7, корп. 3";"Юго-Восточный административный округ";"район Выхино-Жулебино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 372-05-22; (495) 376-59-11";"schuvu1350.mskobr.ru";"sch1350@mail.ru";1066
123;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением немецкого языка №1222";"109052, г. Москва, ул. Нижегородская, дом 64";"Юго-Восточный административный округ";"Нижегородский район";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"678-03-03";"schuvu1222.mskobr.ru";"schuvu1222.mskobr@yandex.ru";1081
124;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов № 1363";"109542, г.Москва, Рязанский проспект, д. 82, корп. 4";"Юго-Восточный административный округ";"район Выхино-Жулебино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"376-61-44";"schu1363uv.mskobr.ru";"sch1363@mail.ru";1089
125;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов № 1366";"111674, город Москва, ул. Вольская 1-я, д.22, корп 2";"Юго-Восточный административный округ";"район Некрасовка";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(499) 211-25-34; (499) 211-25-31; (499) 211-25-32; (499) 211-25-30";"schuvu1366.mskobr.ru";"info@school1366.ru";1090
126;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов № 1367";"109125, Москва, ул. Васильцовский стан, д 6.";"Юго-Восточный административный округ";"Рязанский район";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(499) 503-85-37";"schuv488.mskobr.ru";"1367@bk.ru";1091
127;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением предметов социального профиля № 1386";"109125, г. Москва, Васильцовский переулок, д. 1";"Юго-Восточный административный округ";"Рязанский район";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(499) 796-22-60";"schuvu1386.mskobr.ru";"w1386@mail.ru";1101
128;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углублённым изучением экономики № 506";"115432, г. Москва, ул. Трофимова, дом 13 а";"Юго-Восточный административный округ";"Южнопортовый район";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 679-05-18";"schuvu506.mskobr.ru";"sch0506@yandex.ru";1119
129;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным русским компонентом  образования № 1148 имени Ф.М.Достоевского";"109387, г. Москва, ул. Краснодонская д.2, кор.4";"Юго-Восточный административный округ";"район Люблино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с этнокультурным (национальным) компонентом образования";"350-56-88";"schuve1148.mskobr.ru";"sch1148@uvuo.ru";1134
130;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным татарским компонентом образования № 1186 имени Мусы Джалиля";"109559, г. Москва, ул. Белореченская, д. 19, корп. 2";"Юго-Восточный административный округ";"район Люблино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с этнокультурным (национальным) компонентом образования";"359-57-47";"schuve1186.mskobr.ru/";"infotatschool@yandex.ru";1137
131;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1085";"109548, г. Москва, ул. Гурьянова, д. 15";"Юго-Восточный административный округ";"район Печатники";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"353-68-50";"couv1085.mskobr.ru";"school1085@yandex.ru";1146
132;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1403";"109125,  г.Москва 1-й Саратовский пр-д, д. 5";"Юго-Восточный административный округ";"район Текстильщики";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 177-74-01; (499) 177-74-11";"couv1403.mskobr.ru";"co-1403@yandex.ru";1158
133;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1408";"109443, г. Москва, Есенинский бульвар, д. 14, корп. 2";"Юго-Восточный административный округ";"район Кузьминки";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 742-65-71";"couv1408.mskobr.ru";"school1408@bk.ru";1159
134;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1417";"109559, г. Москва, ул. Марьинский парк, д. 43";"Юго-Восточный административный округ";"район Люблино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"659-49-98";"couv1417.mskobr.ru/";"shkola1417@mail.ru";1161
135;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1421";"109117, г. Москва, ул. Васильцовский стан, д. 4";"Юго-Восточный административный округ";"Рязанский район";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 501-09-18";"co1421uv.mskobr.ru";"1co1421@rambler.ru";1163
136;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1422";"109548, г. Москва, ул. Шоссейная, д. 7";"Юго-Восточный административный округ";"район Печатники";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 746-46-38";"couv1422.mskobr.ru";"centr1422@yandex.ru";1164
137;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1439";"109431, г. Москва, Жулебинский бульвар, дом 38";"Юго-Восточный административный округ";"район Выхино-Жулебино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"704-08-37";"couv1439.mskobr.ru";"school1439@mail.ru";1173
138;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1457";"109145, г.Москва, Хвалынский бульвар, д. 4, корпус 4";"Юго-Восточный административный округ";"район Выхино-Жулебино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"705-52-11";"couv1457.mskobr.ru";"centrobraz1457@yandex.ru";1185
139;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1460";"109156, г. Москва, ул. Привольная, д. 37";"Юго-Восточный административный округ";"район Выхино-Жулебино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(495) 704-52-10; (495) 704-56-01; (495) 704-53-11";"co1460uv.mskobr.ru";"school1907@mail.ru";1187
140;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1469";"109462, г. Москва, ул. Юных Ленинцев, д. 45, корп. 2";"Юго-Восточный административный округ";"район Кузьминки";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 179-88-57";"couv1469.mskobr.ru";"co1469@mail.ru";1192
141;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1830";"111674, г. Москва, ул. 1-я Вольская, д. 5";"Юго-Восточный административный округ";"район Некрасовка";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(495) 706-94-01";"couv1830.mskobr.ru";"zo1830@mail.ru";1230
142;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1877 ""Люблино""";"109382, г. Москва, ул. Краснодонская, д. 40";"Юго-Восточный административный округ";"район Люблино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"351-00-00";"couv1877.mskobr.ru";"co1877@mail.ru";1237
143;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1881";"109369, г. Москва, ул. Перерва, дом 44";"Юго-Восточный административный округ";"район Марьино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(495) 349-21-31; (495) 349-05-30; (495) 349-14-03";"couv1881.mskobr.ru";"ce1881@mail.ru";1238
144;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 2010";"109559, г. Москва, ул. Белореченская, д. 8";"Юго-Восточный административный округ";"район Люблино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"359-17-45";"couv2010.mskobr.ru/";"school2010@mail.ru";1245
145;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 491 ""Марьино""";"109651, г. Москва, Новочеркасский бульвар, дом 19";"Юго-Восточный административный округ";"район Марьино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"357-52-01";"cog491.mskobr.ru";"ec491.edu@mail.ru";1255
146;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 641 имени Сергея Есенина";"109462, г. Москва, Волгоградский проспект, д.66, корпус 4";"Юго-Восточный административный округ";"район Кузьминки";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 172-36-36";"couv641.mskobr.ru";"sch641@inbox.ru";1259
