ROWNUM;name;adress;okrug;rayon;form_of_incorporation;submission;tip_uchrezhdeniya;vid_uchrezhdeniya;telephone;web_site;e_mail;X;Y;global_id
70;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углублённым изучением экономики № 188;127473 г.Москва, 3-ий Самотёчный пер., д.14;Центральный административный округ;Тверской район;Государственное;Центральное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;688-22-54;schuc188.mskobr.ru;188sch@mail.ru;37,614116;55,779773;86904065
71;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением восточных языков № 2042 имени Лазаревых;117303, г.Москва, ул. Одесская, дом 16, корп. 2;Юго-Западный административный округ;район Зюзино;Государственное;Юго-Западное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 723-10-09;;school-2042@yandex.ru;37,588553;55,656578;86904076
72;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением музыки и хореографии № 1113;125009 г. Москва, Дегтярный пер., д.7.;Центральный административный округ;Тверской район;Государственное;Центральное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 699-57-22;schuc1113.mskobr.ru;1113sch@couo.ru;37,602111;55,768574;86904090
73;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1204;105082 г. Москва, Рубцов пер., д.10/14., стр.1;Центральный административный округ;Басманный район;Государственное;Центральное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 261-60-85;;sch1204@mail.ru;37,690961;55,772539;86904091
74;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного языка № 1215 имени Ромена Роллана;129110 г.Москва, Больничный пер., д.4;Центральный административный округ;Мещанский район;Государственное;Центральное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 681-08-50;schuc1215.mskobr.ru/;1215sch@couo.ru;37,632067;55,785597;86904092
75;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка № 1216;109147 г.Москва, Брошевский пер., д.21;Центральный административный округ;Таганский район;Государственное;Центральное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 670-06-27;schuc1216.mskobr.ru;sch1216-moscow@yandex.ru;37,67257;55,735097;86904093
76;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка № 1225;105062 г.Москва, Лялин пер., д.12;Центральный административный округ;Басманный район;Государственное;Центральное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 916-20-66;schuc1225.mskobr.ru/;1225sch@mail.ru;37,651526;55,758956;86904094
77;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1227;109028 г. Москва, Б.Трёхсвятительский пер., д.4;Центральный административный округ;Басманный район;Государственное;Центральное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(495) 917-72-81; (495) 917-48-42";schuc1227.mskobr.ru;school1227@list.ru;37,646009;55,754994;86904095
78;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного языка № 1231 имени В.Д.Поленова;119002 г.Москва, Спасопесковский пер., д.6, стр.7;Центральный административный округ;район Арбат;Государственное;Центральное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;241-43-84;schuc1231.mskobr.ru;2277ds@mail.ru;37,576714;55,749184;86904096
79;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1234;121069 г.Москва, ул. Большая Молчановка, д.26-28;Центральный административный округ;район Арбат;Государственное;Центральное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;691-64-41;schuc1234.mskobr.ru;sch1234@mail.ru;37,585262;55,756227;86904097
80;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного (английского)языка № 1241;123022 г.Москва, Б.Трехгорный пер., д.3;Центральный административный округ;Пресненский район;Государственное;Центральное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;252-37-88;schuc1241.mskobr.ru;Sch1241@rambler.ru;37,563665;55,760121;86904100
81;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного языка № 1243;125009 г. Москва, М.Кисловский пер., д.12/8;Центральный административный округ;Пресненский район;Государственное;Центральное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(495) 690-36-03; (495) 690-59-28; (495) 690-36-73; (495) 690-47-04; (495) 690-04-35; (495) 690-44-48";schu1243c.mskobr.ru;1243sch@mail.ru;37,602973;55,756467;86904101
82;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного языка № 1253;119021 г.Москва, Зубовский бульвар, д.5, стр.1;Центральный административный округ;район Хамовники;Государственное;Центральное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;246-61-18;schuc1253.mskobr.ru/;sch.1253@yandex.ru;37,592317;55,734733;86904102
83;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1262 имени А.Н. Островского;119049 г. Москва, ул. Житная, д.6;Центральный административный округ;район Якиманка;Государственное;Центральное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;238-10-90;schuc1262.mskobr.ru;school1262@list.ru;37,620545;55,73053;86904103
84;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1270;109004 г.Москва, Товарищеский пер., д.21;Центральный административный округ;Таганский район;Государственное;Центральное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(495) 912-99-16; (495) 911-87-37; (495) 912-90-24; (495) 911-09-74";sch1270c.mskobr.ru;1270sch@mail.ru;37,664809;55,743927;86904104
85;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением немецкого языка № 1271;115172 г.Москва, 5-ый Котельнический пер., д.8,стр.1;Центральный административный округ;Таганский район;Государственное;Центральное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;915-64-61;schuc1271.mskobr.ru;sosh1271@mail.ru;37,648903;55,742192;86904105
86;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка № 1275;127473 г.Москва, ул.Достоевского, д.25, стр.1;Центральный административный округ;Тверской район;Государственное;Центральное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(495) 681-09-67; (495) 631-40-22; (495) 631-67-49; (495) 631-67-19; (495) 684-30-30";schuc1275.mskobr.ru;sch1275@mail.ru;37,606771;55,78369;86904106
87;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1278;107031 г.Москва, ул.Петровка, д.23/10, стр.18,21;Центральный административный округ;Тверской район;Государственное;Центральное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;621-04-89;schuc1278.mskobr.ru;schl1278@yandex.ru;37,61426;55,765376;86904107
88;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением немецкого языка №1283;107045 г.Москва, ул.Садовая-Спасская, д.8;Центральный административный округ;Красносельский район;Государственное;Центральное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(495) 607-82-98; (495) 607-83-84";schuc1283.mskobr.ru;1283sch@mail.ru;37,640309;55,770713;86904108
89;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1284;101000 г.Москва, Уланский пер., д.8;Центральный административный округ;Красносельский район;Государственное;Центральное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;623-84-53;schuc1284.mskobr.ru;gou_cou1284@mail.ru;37,638276;55,767855;86904109
90;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1397 имени В.П.Чкалова;105064 г.Москва, Земляной вал, д.44 А,стр.1;Центральный административный округ;Таганский район;Государственное;Центральное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(495) 917-02-60; (495) 917-91-02";schuc1397.mskobr.ru;school1397@yandex.ru;37,655479;55,753869;86904113
91;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского и французского языков № 1950;123056 г.Москва, ул.Зоологическая, д.28, стр 1;Центральный административный округ;Пресненский район;Государственное;Центральное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;254-95-37;schuc1950.mskobr.ru;1950sch@couo.ru;37,584671;55,766486;86904124
92;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением экономики № 240;127490, город Москва, улица Мусоргского, дом 11 Г;Северо-Восточный административный округ;район Отрадное;Государственное;Северо-Восточное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(499) 203-39-09; (499) 203-39-66";sch240sv.mskobr.ru;sch240@yandex.ru;37,62329;55,86446;86907893
93;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка № 1095;129281, г. Москва, ул. Енисейская, д. 32, корпус 3;Северо-Восточный административный округ;Бабушкинский район;Государственное;Северо-Восточное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(495) 470-91-55; (495) 470-89-32";schi1095.svao.mskobr.ru/;sch1095@yandex.ru;37,670609;55,872439;86907895
94;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1201;129626 г. Москва, ул. Павла Корчагина, д.13, строение 1.;Северо-Восточный административный округ;Алексеевский район;Государственное;Северо-Восточное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(495) 683-53-28; (495) 682-71-69; (495) 682-50-91; (495) 682-51-00";schu1201sv.mskobr.ru;Scl1201@yandex.ru;37,65989;55,818718;86907896
95;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного языка № 1236;127254, г. Москва, ул. Яблочкова, дом 10;Северо-Восточный административный округ;Бутырский район;Государственное;Северо-Восточное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;639-05-05;schu1236sv.mskobr.ru;sch1236@yandex.ru;37,582331;55,817525;86907897
96;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением испанского языка № 1237 имени Пабло Неруды;127221, город Москва, проезд Шокальского, дом 11, корпус 3;Северо-Восточный административный округ;район Южное Медведково;Государственное;Северо-Восточное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(495) 477-11-55; (495) 477-02-40; (495) 477-00-00; (495) 477-81-02";schu1237sv.mskobr.ru;sch1237@mail.ru;37,641534;55,874333;86907898
97;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1370;"""127549 г.Москва, ул. Костромская, д. 14 """"Г"""", стр. 1, стр. 2""";Северо-Восточный административный округ;Алтуфьевский район;Государственное;Северо-Восточное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;901-21-22;schu1370.svao.mskobr.ru;School1370@yandex.ru;37,595697;55,884181;86907899
98;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1374;129337 г. Москва, ул. Федоскинская, д. 4;Северо-Восточный административный округ;Ярославский район;Государственное;Северо-Восточное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(499) 183-01-56; (499) 183-05-05";schu1374.svao.mskobr.ru;sch754@yandex.ru;37,703759;55,868907;86907900
99;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1378;127495, город Москва, Челобитьевское шоссе, дом 2;Северо-Восточный административный округ;район Северный;Государственное;Северо-Восточное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 761-06-10;schu1378.svao.mskobr.ru/;school1378@rambler.ru;37,548476;55,915076;86907901
100;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1380;127282, г. Москва, улица Тихомирова, дом 10;Северо-Восточный административный округ;район Северное Медведково;Государственное;Северо-Восточное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(499) 478-18-73; (499) 478-18-02";schu1380.svao.mskobr.ru;school1380@mail.ru;37,651689;55,884891;86907902
101;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1381;129346 г. Москва, Янтарный проезд, дом 2;Северо-Восточный административный округ;Лосиноостровский район;Государственное;Северо-Восточное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 184-59-60;schu1381.svao.mskobr.ru;sch1381@yandex.ru;37,691592;55,873086;86907903
102;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1411;127566, г. Москва, Северный бульвар, д. 1 а;Северо-Восточный административный округ;район Отрадное;Государственное;Северо-Восточное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;404-43-11;schu1411sv.mskobr.ru;school1411@mail.ru;37,601356;55,866766;86907904
103;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1412;127549 г. Москва, ул. Мурановская, д. 4 а;Северо-Восточный административный округ;район Бибирево;Государственное;Северо-Восточное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;407-05-30;http://schu1412sv.mskobr.ru/;sch1412-1@yandex.ru;37,601655;55,89096;86907905
104;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1413;127543, город Москва, Белозерская улица, дом 15;Северо-Восточный административный округ;район Бибирево;Государственное;Северо-Восточное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 206-33-47;schu1413sv.mskobr.ru;sch1413@yandex.ru;37,617583;55,896974;86907906
105;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1414;127018, г. Москва, ул. Советской Армии, д. 9;Северо-Восточный административный округ;район Марьина Роща;Государственное;Северо-Восточное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;689-02-98;schu1414sv.mskobr.ru;sch1414@yandex.ru;37,61588;55,789187;86907907
106;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1415;129515, г. Москва, 1-я Останкинская улица, дом 29;Северо-Восточный административный округ;Останкинский район;Государственное;Северо-Восточное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;602-20-41;schu1415.svao.mskobr.ru;school1415@mail.ru;37,624875;55,824633;86907908
107;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1416;127576 г. Москва, ул. Новгородская, д. 8;Северо-Восточный административный округ;район Лианозово;Государственное;Северо-Восточное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 209-42-29;schu1416sv.mskobr.ru;Sch1416@yandex.ru;37,581348;55,893443;86907909
108;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского и немецкого языков № 1955;129345, г. Москва, улица Тайнинская, дом 15, корпус 3;Северо-Восточный административный округ;Лосиноостровский район;Государственное;Северо-Восточное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 185-18-42;schu1955sv.mskobr.ru;school-1955@yandex.ru;37,683104;55,884922;86907910
109;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов № 1073;115201 г. Москва, Старокаширское шоссе, д.2, корп.11;Южный административный округ;район Нагатино-Садовники;Государственное;Южное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 613-48-55;schuu1073.mskobr.ru;sch1073@sinergi.ru;37,62668;55,66;86911349
110;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением экологии № 446;107023, г. Москва, площадь Журавлева, д.7,стр.1;Восточный административный округ;район Соколиная Гора;Государственное;Восточное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(499) 369-09-55;schvu446.mskobr.ru;sch446@bk.ru;37,706144;55,783574;86914872
111;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением области знания ""Искусство"" № 635";111399, г.Москва, ул.Новогиреевская, д. 22 а;Восточный административный округ;район Перово;Государственное;Восточное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 672-85-81;sch635.mskobr.ru;ebk635@mail.ru;37,792849;55,757426;86914873
112;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1200;111673, г.Москва, Суздальская ул, 24 Б;Восточный административный округ;район Новокосино;Государственное;Восточное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(495) 701-05-00; (495) 701-53-50; (495) 701-05-01; (495) 702-53-10; (495) 701-23-91; (495) 701-23-90; (495) 701-25-90";schvu1200.mskobr.ru;sch1200@mail.ru;37,85915;55,742173;86914874
113;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1246;107143, г. Москва, Открытое шоссе, д. 29 А;Восточный административный округ;район Метрогородок;Государственное;Восточное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;167-80-23;schvu1246.mskobr.ru;sch1246@yandex.ru;37,761216;55,829164;86914875
114;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением информатики № 1254;107061, г.Москва, ул. Девятая Рота, д.14А;Восточный административный округ;район Преображенское;Государственное;Восточное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(495) 963-40-36; (495) 963-23-04; (495) 963-40-55";sch380.mskobr.ru;sch1254@mail.ru;37,707378;55,798155;86914876
115;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1268;105215, г.Москва, ул. 11-ая Парковая, д.50;Восточный административный округ;район Северное Измайлово;Государственное;Восточное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;164-48-01;schvu1268.mskobr.ru;school1268@mail.ru;37,806253;55,80737;86914877
116;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением немецкого языка № 1269;111401, г. Москва, 3-я Владимирская ул., д.26А;Восточный административный округ;район Перово;Государственное;Восточное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;305-70-20;schvu1269.mskobr.ru;sch1269@yandex.ru;37,786249;55,755067;86914878
117;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1282;107014, г. Москва, ул. Барболина, д.1;Восточный административный округ;район Сокольники;Государственное;Восточное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;"(499) 268-52-14; (499) 268-48-11; (499) 268-65-10; (499) 268-05-25; (499) 268-33-75";schvu1282.mskobr.ru/;sch1282@yandex.ru;37,684892;55,789128;86914879
118;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением немецкого языка № 1294;107258, Москва, Глебовская улица, дом 10;Восточный административный округ;район Богородское;Государственное;Восточное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;169-35-93;dsv222.mskobr.ru/;schl1294@mail.ru;37,715599;55,813225;86914880
119;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1324;111396, Москва, Федеративный проспект, д.27;Восточный административный округ;район Новогиреево;Государственное;Восточное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 303-51-30;schvu1324.mskobr.ru;english1324@mail.ru;37,820326;55,755077;86914881
120;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением информатики № 1351;111673, г.Москва, ул. Суздальская, д. 22 Б;Восточный административный округ;район Новокосино;Государственное;Восточное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;701-03-60;schu1351.mskobr.ru;schooll1351@mail.ru;37,857361;55,741442;86914882
121;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1352;107207, г. Москва, Щелковское шоссе, д. 77А;Восточный административный округ;район Гольяново;Государственное;Восточное окружное управление образования;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;(495) 466-59-01;schvu1352.mskobr.ru;school1352@mail.ru;37,804043;55,813322;86914883
