ROWNUM;name;adress;okrug;rayon;form_of_incorporation;submission;tip_uchrezhdeniya;vid_uchrezhdeniya;telephone;web_site;e_mail;X;Y;global_id
141;"Государственное бюджетное образовательное учреждение города Москвы гимназия № 1531 ""Лингвистическая""";129085, г. Москва, ул. Годовикова, д.4, стр.3;Северо-Восточный административный округ;Останкинский район;Государственное;Северо-Восточное окружное управление образования;Общеобразовательное учреждение;Гимназия;(495) 687-01-07;gym1531sv.mskobr.ru;Sch1531edu@yandex.ru;37,632215;55,803672;87029441
142;"Государственное бюджетное образовательное учреждение города Москвы гимназия № 1531 ""Лингвистическая""";129085, г. Москва, ул. Годовикова, д.4, стр.3;Северо-Восточный административный округ;Останкинский район;Государственное;Северо-Восточное окружное управление образования;Общеобразовательное учреждение;Гимназия;(495) 687-01-07;gym1531sv.mskobr.ru;Sch1531edu@yandex.ru;37,632907;55,803713;87029442
143;"Государственное бюджетное образовательное учреждение города Москвы гимназия № 1531 ""Лингвистическая""";129085, г. Москва, ул. Годовикова, д.4, стр.3;Северо-Восточный административный округ;Останкинский район;Государственное;Северо-Восточное окружное управление образования;Общеобразовательное учреждение;Гимназия;(495) 687-01-07;gym1531sv.mskobr.ru;Sch1531edu@yandex.ru;37,633271;55,803998;87029443
169;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1503;129626, г.Москва, ул.П.Корчагина, д.18;Северо-Восточный административный округ;Алексеевский район;Государственное;Северо-Восточное окружное управление образования;Общеобразовательное учреждение;Гимназия;(495) 683-77-12;gymsv1503.mskobr.ru;sch_1503@gor.educom.ru;37,662647;55,818178;87029998
40;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1515;123154, г. Москва, ул. Народного Ополчения, д. 27, корп. 2;Северо-Западный административный округ;район Хорошёво-Мнёвники;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Гимназия;(499) 197-44-52;gym1515.mskobr.ru;gym1515@szouo.ru;37,477321;55,780555;86904012
41;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1517;123103, г. Москва, ул. Живописная, д. 11, корп. 1;Северо-Западный административный округ;район Хорошёво-Мнёвники;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Гимназия;(499) 720-25-67;gymsz1517.mskobr.ru;gym1517@szouo.ru;37,458346;55,779906;86904013
42;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1519;123181, г. Москва, ул. Маршала Катукова, д. 21, корп. 2;Северо-Западный административный округ;район Строгино;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Гимназия;"(495) 757-37-15; (495) 757-37-16; (495) 757-37-17; (495) 757-37-18; (495) 757-91-84; (495) 750-99-90";ds1519.mskobr.ru;gym1519@szouo.ru;37,408695;55,811139;86904014
43;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1522;123423, г. Москва, ул. Народного Ополчения, д. 16, корп. 4;Северо-Западный административный округ;район Хорошёво-Мнёвники;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Гимназия;"(499) 191-25-94; (499) 191-65-04; (499) 946-24-31; (499) 191-93-89";g1522.mskobr.ru;gym1522@szouo.ru;37,482165;55,772831;86904015
44;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1538;"125464, г. Москва, здание 1:Новотушинский проезд, д. 8, корп. 2;";Северо-Западный административный округ;район Митино;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Гимназия;751-14-91;gym1538.mskobr.ru/;gym1538@szouo.ru;37,388657;55,841565;86904016
45;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1544;125222, г. Москва, ул. Пенягинская, д. 14;Северо-Западный административный округ;район Митино;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Гимназия;"(495) 752-61-11; (495) 753-19-03; (495) 794-35-11";gymsz1544.mskobr.ru;gym1544@szouo.ru;37,35941;55,836253;86904017
46;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1551;125364, г. Москва, ул. Свободы, д. 42, корп. 2;Северо-Западный административный округ;район Южное Тушино;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Гимназия;492-95-75;gym1551.mskobr.ru;gym1551@szouo.ru;37,456187;55,846654;86904018
87;Государственное бюджетное образовательное учреждение города Москвы гимназия №1358;125310, г. Москва, Пятницкое шоссе, д. 45, корп. 2;Северо-Западный административный округ;район Митино;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Гимназия;"(495) 751-69-72; (495) 751-69-73";;sch1358@szouo.ru;37,347763;55,857906;86931210
92;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1515;123154, г. Москва, ул. Народного Ополчения, д. 27, корп. 2;Северо-Западный административный округ;район Хорошёво-Мнёвники;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Гимназия;(499) 197-44-52;gym1515.mskobr.ru;gym1515@szouo.ru;37,474327;55,778721;87013760
93;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1519;123181, г. Москва, ул. Маршала Катукова, д. 21, корп. 2;Северо-Западный административный округ;район Строгино;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Гимназия;"(495) 757-37-15; (495) 757-37-16; (495) 757-37-17; (495) 757-37-18; (495) 757-91-84; (495) 750-99-90";ds1519.mskobr.ru;gym1519@szouo.ru;37,407942;55,80978;87013761
94;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1519;123181, г. Москва, ул. Маршала Катукова, д. 21, корп. 2;Северо-Западный административный округ;район Строгино;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Гимназия;"(495) 757-37-15; (495) 757-37-16; (495) 757-37-17; (495) 757-37-18; (495) 757-91-84; (495) 750-99-90";ds1519.mskobr.ru;gym1519@szouo.ru;37,414061;55,808603;87013762
95;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1519;123181, г. Москва, ул. Маршала Катукова, д. 21, корп. 2;Северо-Западный административный округ;район Строгино;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Гимназия;"(495) 757-37-15; (495) 757-37-16; (495) 757-37-17; (495) 757-37-18; (495) 757-91-84; (495) 750-99-90";ds1519.mskobr.ru;gym1519@szouo.ru;37,401533;55,80674;87013763
96;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1519;123181, г. Москва, ул. Маршала Катукова, д. 21, корп. 2;Северо-Западный административный округ;район Строгино;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Гимназия;"(495) 757-37-15; (495) 757-37-16; (495) 757-37-17; (495) 757-37-18; (495) 757-91-84; (495) 750-99-90";ds1519.mskobr.ru;gym1519@szouo.ru;37,410689;55,809379;87013764
97;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1519;123181, г. Москва, ул. Маршала Катукова, д. 21, корп. 2;Северо-Западный административный округ;район Строгино;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Гимназия;"(495) 757-37-15; (495) 757-37-16; (495) 757-37-17; (495) 757-37-18; (495) 757-91-84; (495) 750-99-90";ds1519.mskobr.ru;gym1519@szouo.ru;37,412406;55,807634;87013765
101;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1551;125364, г. Москва, ул. Свободы, д. 42, корп. 2;Северо-Западный административный округ;район Южное Тушино;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Гимназия;492-95-75;gym1551.mskobr.ru;gym1551@szouo.ru;37,457523;55,84515;87028738
102;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1551;125364, г. Москва, ул. Свободы, д. 42, корп. 2;Северо-Западный административный округ;район Южное Тушино;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Гимназия;492-95-75;gym1551.mskobr.ru;gym1551@szouo.ru;37,456495;55,847785;87028739
103;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1551;125364, г. Москва, ул. Свободы, д. 42, корп. 2;Северо-Западный административный округ;район Южное Тушино;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Гимназия;492-95-75;gym1551.mskobr.ru;gym1551@szouo.ru;37,452052;55,848961;87028740
104;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1551;125364, г. Москва, ул. Свободы, д. 42, корп. 2;Северо-Западный административный округ;район Южное Тушино;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Гимназия;492-95-75;gym1551.mskobr.ru;gym1551@szouo.ru;37,449794;55,84866;87028741
105;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1551;125364, г. Москва, ул. Свободы, д. 42, корп. 2;Северо-Западный административный округ;район Южное Тушино;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Гимназия;492-95-75;gym1551.mskobr.ru;gym1551@szouo.ru;37,450594;55,846009;87028742
106;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1551;125364, г. Москва, ул. Свободы, д. 42, корп. 2;Северо-Западный административный округ;район Южное Тушино;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Гимназия;492-95-75;gym1551.mskobr.ru;gym1551@szouo.ru;37,449226;55,845371;87028743
107;Государственное бюджетное образовательное учреждение города Москвы гимназия №1358;125310, г. Москва, Пятницкое шоссе, д. 45, корп. 2;Северо-Западный административный округ;район Митино;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Гимназия;"(495) 751-69-72; (495) 751-69-73";;sch1358@szouo.ru;37,35103;55,855794;87028855
108;Государственное бюджетное образовательное учреждение города Москвы гимназия №1358;125310, г. Москва, Пятницкое шоссе, д. 45, корп. 2;Северо-Западный административный округ;район Митино;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Гимназия;"(495) 751-69-72; (495) 751-69-73";;sch1358@szouo.ru;37,346736;55,856738;87028856
109;Государственное бюджетное образовательное учреждение города Москвы гимназия №1358;125310, г. Москва, Пятницкое шоссе, д. 45, корп. 2;Северо-Западный административный округ;район Митино;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Гимназия;"(495) 751-69-72; (495) 751-69-73";;sch1358@szouo.ru;37,345821;55,854661;87028857
110;Государственное бюджетное образовательное учреждение города Москвы гимназия №1358;125310, г. Москва, Пятницкое шоссе, д. 45, корп. 2;Северо-Западный административный округ;район Митино;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Гимназия;"(495) 751-69-72; (495) 751-69-73";;sch1358@szouo.ru;37,344862;55,853953;87028858
111;Государственное бюджетное образовательное учреждение города Москвы гимназия №1358;125310, г. Москва, Пятницкое шоссе, д. 45, корп. 2;Северо-Западный административный округ;район Митино;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Гимназия;"(495) 751-69-72; (495) 751-69-73";;sch1358@szouo.ru;37,345754;55,855403;87028859
112;Государственное бюджетное образовательное учреждение города Москвы гимназия №1358;125310, г. Москва, Пятницкое шоссе, д. 45, корп. 2;Северо-Западный административный округ;район Митино;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Гимназия;"(495) 751-69-72; (495) 751-69-73";;sch1358@szouo.ru;37,348944;55,855769;87028860
114;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1538;"125464, г. Москва, здание 1:Новотушинский проезд, д. 8, корп. 2;";Северо-Западный административный округ;район Митино;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Гимназия;751-14-91;gym1538.mskobr.ru/;gym1538@szouo.ru;37,382309;55,839297;87028933
123;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1517;123103, г. Москва, ул. Живописная, д. 11, корп. 1;Северо-Западный административный округ;район Хорошёво-Мнёвники;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Гимназия;(499) 720-25-67;gymsz1517.mskobr.ru;gym1517@szouo.ru;37,451556;55,783956;87029162
124;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1517;123103, г. Москва, ул. Живописная, д. 11, корп. 1;Северо-Западный административный округ;район Хорошёво-Мнёвники;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Гимназия;(499) 720-25-67;gymsz1517.mskobr.ru;gym1517@szouo.ru;37,453195;55,785184;87029163
125;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1517;123103, г. Москва, ул. Живописная, д. 11, корп. 1;Северо-Западный административный округ;район Хорошёво-Мнёвники;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Гимназия;(499) 720-25-67;gymsz1517.mskobr.ru;gym1517@szouo.ru;37,457623;55,785694;87029164
126;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1517;123103, г. Москва, ул. Живописная, д. 11, корп. 1;Северо-Западный административный округ;район Хорошёво-Мнёвники;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Гимназия;(499) 720-25-67;gymsz1517.mskobr.ru;gym1517@szouo.ru;37,463004;55,77515;87029165
127;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1517;123103, г. Москва, ул. Живописная, д. 11, корп. 1;Северо-Западный административный округ;район Хорошёво-Мнёвники;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Гимназия;(499) 720-25-67;gymsz1517.mskobr.ru;gym1517@szouo.ru;37,451917;55,786387;87029166
128;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1517;123103, г. Москва, ул. Живописная, д. 11, корп. 1;Северо-Западный административный округ;район Хорошёво-Мнёвники;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Гимназия;(499) 720-25-67;gymsz1517.mskobr.ru;gym1517@szouo.ru;37,459303;55,783048;87029167
129;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1517;123103, г. Москва, ул. Живописная, д. 11, корп. 1;Северо-Западный административный округ;район Хорошёво-Мнёвники;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Гимназия;(499) 720-25-67;gymsz1517.mskobr.ru;gym1517@szouo.ru;37,457267;55,780484;87029168
130;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1517;123103, г. Москва, ул. Живописная, д. 11, корп. 1;Северо-Западный административный округ;район Хорошёво-Мнёвники;Государственное;Северо-Западное окружное управление образования;Общеобразовательное учреждение;Гимназия;(499) 720-25-67;gymsz1517.mskobr.ru;gym1517@szouo.ru;37,451711;55,785034;87029169
6;Государственное бюджетное образовательное учреждение города Москвы Гимназия № 1529 имени А.С.Грибоедова;119034 г.Москва, 2-ой Обыденский пер, д.9;Центральный административный округ;район Хамовники;Государственное;Центральное окружное управление образования;Общеобразовательное учреждение;Гимназия;(499) 766-98-42;gymc1529.mskobr.ru;info@sch1529.ru;37,603496;55,741492;86887488
8;Негосударственное образовательное учреждение Православная Свято-Петровская школа;;Центральный административный округ;Таганский район;Негосударственное;Негосударственное;Общеобразовательное учреждение;Гимназия;(495) 916-34-94;noupspsch.mskobr.ru;info@tgym.ru;37,650765;55,751058;86887590
12;"Негосударственное образовательное учреждение ""Классическая гимназия при Греко-латинском кабинете Ю.А. Шичалина""";;Центральный административный округ;Мещанский район;Негосударственное;Негосударственное;Общеобразовательное учреждение;Гимназия;(495) 680-92-41;noukggk.mskobr.ru;info@mgl.ru;37,640304;55,783894;86887783
21;Государственное бюджетное образовательное учреждение города Москвы Гимназия № 1540;103055 г. Москва, Новослободская ул., д.57, стр.1;Центральный административный округ;Тверской район;Государственное;Центральное окружное управление образования;Общеобразовательное учреждение;Гимназия;(499) 978-35-84;gymc1540.mskobr.ru;school@msk.ort.ru;37,592162;55,786896;86890296
60;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1521;119034, г. Москва, ул. Пречистенка, д. 12/2, стр. 8;Центральный административный округ;район Хамовники;Государственное;Центральное окружное управление образования;Общеобразовательное учреждение;Гимназия;(499) 766-93-31;gymc1521.mskobr.ru;direktor1768@mail.ru;37,580536;55,741919;86930429
61;Государственное бюджетное образовательное учреждение города Москвы Гимназия № 1520 имени Капцовых;125009 г.Москва, Леонтьевский пер., д.19/2, стр.1;Центральный административный округ;Пресненский район;Государственное;Центральное окружное управление образования;Общеобразовательное учреждение;Гимназия;"(495) 629-60-71; (495) 629-08-78; (495) 629-01-18; (495) 629-06-98; (495) 629-42-31; (495) 629-50-22; (495) 629-38-77";gymc1520.mskobr.ru;1520gym@bk.ru;37,604886;55,760892;86930432
62;"Государственное бюджетное образовательное учреждение города Москвы гимназия № 1513 ""Московская городская лингвистическая гимназия""";121099 г. Москва, Новинский б-р, д.3, стр.2;Центральный административный округ;район Арбат;Государственное;Центральное окружное управление образования;Общеобразовательное учреждение;Гимназия;(499) 254-08-29;gymc1513.mskobr.ru;bubman13@yandex.ru;37,580993;55,751274;86930433
85;"Негосударственное образовательное учреждение Гуманитарная гимназия ""Альтаир""";;Центральный административный округ;Пресненский район;Негосударственное;Негосударственное;Общеобразовательное учреждение;Гимназия;202-76-39;;all-ng@yandex.ru;37,61441;55,870966;86931187
98;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1521;119034, г. Москва, ул. Пречистенка, д. 12/2, стр. 8;Центральный административный округ;район Хамовники;Государственное;Центральное окружное управление образования;Общеобразовательное учреждение;Гимназия;(499) 766-93-31;gymc1521.mskobr.ru;direktor1768@mail.ru;37,597756;55,744062;87028625
25;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1595;140008, город Москва, 2-я Вольская улица, дом 7, корпус 2;Юго-Восточный административный округ;район Некрасовка;Государственное;Юго-Восточное окружное управление образования;Общеобразовательное учреждение;Гимназия;"(499) 211-26-10; (499) 211-26-12; (499) 211-26-15";gymuv1595.mskobr.ru;mail@gbou1595.ru;37,92317;55,688164;86890325
32;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1599;109457, г. Москва, ул. Зеленодольская, д. 32, корп. 6;Юго-Восточный административный округ;район Кузьминки;Государственное;Юго-Восточное окружное управление образования;Общеобразовательное учреждение;Гимназия;(499) 172-06-05;gymuv1599.mskobr.ru;info@gym1599.ru;37,766758;55,711657;86890363
33;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1597;109444, г. Москва, ул. Ташкентская, д. 6;Юго-Восточный административный округ;район Выхино-Жулебино;Государственное;Юго-Восточное окружное управление образования;Общеобразовательное учреждение;Гимназия;376-43-59;gymuv1597.mskobr.ru;gim1597@mail.ru;37,816312;55,709001;86890364
38;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1562 имени Артема Боровика;109341, г.Москва, ул. Братиславская, дом 4;Юго-Восточный административный округ;район Марьино;Государственное;Юго-Восточное окружное управление образования;Общеобразовательное учреждение;Гимназия;349-00-11;gymuv1562.mskobr.ru;gimn1562@uvuo.ru;37,750711;55,662993;86899722
39;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1566;109652, г. Москва, Мячковский бульвар, дом 14, к. 3;Юго-Восточный административный округ;район Марьино;Государственное;Юго-Восточное окружное управление образования;Общеобразовательное учреждение;Гимназия;(499) 784-88-69;gymuv1566.mskobr.ru/;gymnasium_1566@mail.ru;37,754603;55,65117;86899724
47;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1274 имени В.В.Маяковского;115088, г. Москва, ул. 1-я Дубровская, д. 16;Юго-Восточный административный округ;Южнопортовый район;Государственное;Юго-Восточное окружное управление образования;Общеобразовательное учреждение;Гимназия;"(495) 674-20-47; (495) 674-20-40";gymg1274.mskobr.ru;1274@gymnasium1274.msk.ru;37,67135;55,723389;86904170
120;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1562 имени Артема Боровика;109341, г.Москва, ул. Братиславская, дом 4;Юго-Восточный административный округ;район Марьино;Государственное;Юго-Восточное окружное управление образования;Общеобразовательное учреждение;Гимназия;349-00-11;gymuv1562.mskobr.ru;gimn1562@uvuo.ru;37,751241;55,665443;87029074
140;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1597;109444, г. Москва, ул. Ташкентская, д. 6;Юго-Восточный административный округ;район Выхино-Жулебино;Государственное;Юго-Восточное окружное управление образования;Общеобразовательное учреждение;Гимназия;376-43-59;gymuv1597.mskobr.ru;gim1597@mail.ru;37,823299;55,695092;87029405
35;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1536;119261, г.Москва, Ленинский проспект, дом 83 А;Юго-Западный административный округ;Ломоносовский район;Государственное;Юго-Западное окружное управление образования;Общеобразовательное учреждение;Гимназия;134-34-12;;gimn1536@mosuzedu.ru;37,539295;55,680074;86893886
53;Государственное бюджетное образовательное учреждение города Москвы Гимназия № 1786;117041, г.Москва, ул. Адмирала Лазарева, д. 77;Юго-Западный административный округ;район Южное Бутово;Государственное;Юго-Западное окружное управление образования;Общеобразовательное учреждение;Гимназия;(499) 793-77-09;http://gymuz1786.mskobr.ru/;potapovo1786@mail.ru;37,486776;55,538661;86911350
58;Государственное бюджетное образовательное учреждение города Москвы гимназия № 625;117449, г. Москва, ул. Шверника, д. 17, корп. 2;Юго-Западный административный округ;Академический район;Государственное;Юго-Западное окружное управление образования;Общеобразовательное учреждение;Гимназия;126-45-06;gymg625.mskobr.ru;gimnaziya_625@mail.ru;37,593372;55,692118;86914930
72;Государственное бюджетное образовательное учреждение города Москвы гимназия № 45 имени Л.И.Мильграма;117036, г. Москва, ул. Гримау, д.8;Юго-Западный административный округ;Академический район;Государственное;Юго-Западное окружное управление образования;Общеобразовательное учреждение;Гимназия;779-77-69;;po@ms45.edu.ru;37,58267;55,688575;86930649
78;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1507;117321,  г. Москва, ул. Профсоюзная, дом 132, корп.9;Юго-Западный административный округ;район Тёплый Стан;Государственное;Юго-Западное окружное управление образования;Общеобразовательное учреждение;Гимназия;420-70-44;http://www.gumuz1507.mskobr.ru;gym1507@mosuzedu.ru;37,507002;55,630804;86931067
79;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1514;119311, г.Москва, ул.Крупской, д.12;Юго-Западный административный округ;Ломоносовский район;Государственное;Юго-Западное окружное управление образования;Общеобразовательное учреждение;Гимназия;131-80-38;http://gumuz1514.mskobr.ru/;gum52@yandex.ru;37,526833;55,685077;86931069
80;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1532;117465, г. Москва, ул. Теплый Стан, дом 13, корпус 3;Юго-Западный административный округ;район Тёплый Стан;Государственное;Юго-Западное окружное управление образования;Общеобразовательное учреждение;Гимназия;338-76-55;;;37,491549;55,622449;86931070
81;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1534;117036, г.Москва, ул.Кедрова, д.11;Юго-Западный административный округ;Академический район;Государственное;Юго-Западное окружное управление образования;Общеобразовательное учреждение;Гимназия;125-59-82;http://gumuz1534.mskobr.ru/;gym1534@mail.ru;37,574192;55,684899;86931071
86;"Негосударственное образовательное учреждение средняя общеобразовательная школа Гимназия ""УТРО""";;Юго-Западный административный округ;район Ясенево;Негосударственное;Негосударственное;Общеобразовательное учреждение;Гимназия;(495) 423-36-55,421-90-00;;ankudryakova@mail.ru;37,614486;55,870823;86931193
144;Государственное бюджетное образовательное учреждение города Москвы гимназия № 45 имени Л.И.Мильграма;117036, г. Москва, ул. Гримау, д.8;Юго-Западный административный округ;Академический район;Государственное;Юго-Западное окружное управление образования;Общеобразовательное учреждение;Гимназия;779-77-69;;po@ms45.edu.ru;37,579678;55,691641;87029455
145;Государственное бюджетное образовательное учреждение города Москвы гимназия № 45 имени Л.И.Мильграма;117036, г. Москва, ул. Гримау, д.8;Юго-Западный административный округ;Академический район;Государственное;Юго-Западное окружное управление образования;Общеобразовательное учреждение;Гимназия;779-77-69;;po@ms45.edu.ru;37,579726;55691;87029456
166;Государственное бюджетное образовательное учреждение города Москвы Гимназия № 1786;117041, г.Москва, ул. Адмирала Лазарева, д. 77;Юго-Западный административный округ;район Южное Бутово;Государственное;Юго-Западное окружное управление образования;Общеобразовательное учреждение;Гимназия;(499) 793-77-09;http://gymuz1786.mskobr.ru/;potapovo1786@mail.ru;37,495755;55,534522;87029640
7;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1552;115580 г. Москва, ул. М.Джалиля, д. 25;Южный административный округ;район Зябликово;Государственное;Южное окружное управление образования;Общеобразовательное учреждение;Гимназия;396-32-19;gymu1552.mskobr.ru;sch1552@sinergi.ru;37,746598;55,619719;86887559
9;"Негосударственное образовательное учреждение Гимназия ""Эллада""";115409, Москва, ул. Кошкина, д. 6;Южный административный округ;район Москворечье-Сабурово;Негосударственное;Негосударственное;Общеобразовательное учреждение;Гимназия;(499) 324-83-28,(499) 324-83-29;nouellada.mskobr.ru;info@ellada.ru;37,671671;55,643193;86887622
11;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1587;115408 г. Москва, ул. Братеевская, д. 18;Южный административный округ;район Братеево;Государственное;Южное окружное управление образования;Общеобразовательное учреждение;Гимназия;341-00-07;gymu1587.mskobr.ru;sch1587@sinergi.ru;37,76794;55,635519;86887776
26;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1582;117587 г. Москва,ул. Кировоградская,д.18,к.4;Южный административный округ;район Чертаново Центральное;Государственное;Южное окружное управление образования;Общеобразовательное учреждение;Гимназия;311-82-72;gymu1582.mskobr.ru;sch1582@sinergi.ru;37,601139;55,617914;86890330
27;Государственное бюджетное образовательное учреждение города Москвы Гимназия № 1579;115409 г. Москва, Пролетарский пр-кт, д.7 к.3;Южный административный округ;район Москворечье-Сабурово;Государственное;Южное окружное управление образования;Общеобразовательное учреждение;Гимназия;324-78-51;gymu1579.mskobr.ru;sch1579@sinergi.ru;37,659254;55,646582;86890331
28;"Государственное бюджетное образовательное учреждение города Москвы гимназия № 1569 ""Созвездие""";115573 г. Москва, ул. Мусы Джалиля, д.36,к.2;Южный административный округ;район Зябликово;Государственное;Южное окружное управление образования;Общеобразовательное учреждение;Гимназия;(495) 396-43-50;gymu1569.mskobr.ru;sch1569@sinergi.ru;37,738816;55,617254;86890332
29;Государственное бюджетное образовательное учреждение города Москвы Гимназия № 1526;117535 г. Москва, ул. Дорожная д. 20А;Южный административный округ;район Чертаново Южное;Государственное;Южное окружное управление образования;Общеобразовательное учреждение;Гимназия;382-04-65;gymu1526.mskobr.ru;sch1526@sinergi.ru;37,620987;55,602584;86890334
30;Государственное бюджетное образовательное учреждение города Москвы Гимназия № 1527;115470 г. Москва, проспект Андропова,д.17,к.5;Южный административный округ;район Нагатинский Затон;Государственное;Южное окружное управление образования;Общеобразовательное учреждение;Гимназия;"(499) 618-70-05; (499) 618-80-96; (499) 725-16-42; (499) 618-70-40; (499) 618-70-30; (499) 618-70-51";gym1527u.mskobr.ru;sch1527@sinergi.ru;37,668219;55,681931;86890335
36;Государственное бюджетное образовательное учреждение города Москвы Гимназия № 1257;115093 г. Москва, ул. Павловская, дом 8-а, 115093, г. Москва, ул. Павловская д.8А корпус 1;Южный административный округ;Даниловский район;Государственное;Южное окружное управление образования;Общеобразовательное учреждение;Гимназия;952-63-70;gymu1257.mskobr.ru;dou1234@sinergi.ru;37,626721;55,714332;86893887
71;"Государственное бюджетное образовательное учреждение города Москвы гимназия № 1636 ""Ника""";115583 г. Москва, ул. Воронежская, д.7,к. 2;Южный административный округ;район Орехово-Борисово Южное;Государственное;Южное окружное управление образования;Общеобразовательное учреждение;Гимназия;399-23-18;gymu1636.mskobr.ru;sch1636@sinergi.ru;37,728366;55,610787;86930607
76;Государственное бюджетное образовательное учреждение города Москвы гимназия №1272;115280, г. Москва, 1-й Кожуховский проезд, д.17;Южный административный округ;Даниловский район;Государственное;Южное окружное управление образования;Общеобразовательное учреждение;Гимназия;710-36-43;cou1272.mskobr.ru;sch1272@sinergi.ru;37,663861;55,708116;86931036
