ROWNUM;name;adress;okryg;rayon;org_prav_forma;podchinenie;tip_ychregdenia;vid_ychregdenia;telefon;sait;email;X;Y;global_id;
89;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 1013";"119633 г. Москва, ул. Приречная, д.3";"Западный административный округ";"район Ново-Переделкино";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа ""Школа Здоровья""";"733-56-73";"schz1013.mskzapad.ru";"school1013@gmail.com";"37,371615";"55,642629";"86890238";
90;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1471";"121614 г. Москва, ул. Крылатская, д.25";"Западный административный округ";"район Крылатское";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"413-33-32";"";"1471ec@gmail.com";"37,4136";"55,770761";"86890242";
91;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1494";"127427, город  Москва, улица Ботаническая, дом 9А";"Северо-Восточный административный округ";"район Марфино";"Государственное";"Северо-Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 975-06-08; (499) 975-06-09";"co1494sv.mskobr.ru/";"School_247@bk.ru";"37,600276";"55,824112";"86890292";
92;"Государственное бюджетное образовательное учреждение города Москвы Гимназия № 1306";"119192, г. Москва, Мичуринский проспект, д. 15, корп. 2, 3";"Западный административный округ";"район Раменки";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Гимназия";"932-89-42";"gymg1306.mskobr.ru";"administration@sch1306.ru";"37,509049";"55,698245";"86890295";
93;"Государственное бюджетное образовательное учреждение города Москвы Центр образования ""Школа здоровья"" № 1679";"125239,Москва, ул. Новопетровская, д.1а";"Северный административный округ";"район Коптево";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Центр образования ""Школа Здоровья""";"(495) 601-46-70; (495) 459-40-43; (495) 459-40-42; (495) 450-30-80; (495) 450-89-26; (495) 459-30-64";"cozg1679.mskobr.ru";"coe1679@mail.ru";"37,521338";"55,828792";"86890297";
94;"государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 268";"129090 г. Москва, ул. Гиляровского., д.21";"Центральный административный округ";"Мещанский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа ""Школа Здоровья""";"(495) 688-49-98; (495) 688-71-05";"schzc268.mskobr.ru";"gou268@mail.ru";"37,629972";"55,777576";"86890300";
95;"Государственное бюджетное образовательное учреждение города Москвы Центр образования № 117";"117393, г. Москва, ул. Академика Пилюгина, дом 18, корпус 1";"Юго-Западный административный округ";"Ломоносовский район";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"134-70-95";"http://couz117.mskobr.ru";"sch117@rambler.ru";"37,531334";"55,673647";"86890315";
96;"Государственное бюджетное образовательное учреждение города Москвы Гимназия № 1527";"115470 г. Москва, проспект Андропова,д.17,к.5";"Южный административный округ";"район Нагатинский Затон";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Гимназия";"(499) 618-70-05; (499) 618-80-96; (499) 725-16-42; (499) 618-70-40; (499) 618-70-30; (499) 618-70-51";"gym1527u.mskobr.ru";"sch1527@sinergi.ru";"37,668219";"55,681931";"86890335";
97;"Государственное бюджетное образовательное учреждение города Москвы Центр образования ""Школа здоровья"" № 287 имени С. К. Годовикова";"129085, г. Москва, ул. Годовикова, дом 16А";"Северо-Восточный административный округ";"Останкинский район";"Государственное";"Северо-Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования ""Школа Здоровья""";"(495) 615-32-00; (495) 615-48-65";"co287sv.mskobr.ru";"Sch287@yandex.ru";"37,631776";"55,808818";"86890396";
98;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного (английского) языка № 1297";"129110 г. Москва, Глинистый пер., д. 7, стр.1";"Центральный административный округ";"Мещанский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"631-21-14";"schuc1297.mskobr.ru";"1297school@mail.ru";"37,638777";"55,78924";"86893821";
99;"Государственное бюджетное образовательное учреждение города Москвы Гимназия № 1257";"115093 г. Москва, ул. Павловская, дом 8-а, 115093, г. Москва, ул. Павловская д.8А корпус 1";"Южный административный округ";"Даниловский район";"Государственное";"Южное окружное управление образования";"Общеобразовательное учреждение";"Гимназия";"952-63-70";"gymu1257.mskobr.ru";"dou1234@sinergi.ru";"37,626721";"55,714332";"86893887";
100;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1130";"121609 г. Москва, ул. Осенняя, д.8, к.1,3";"Западный административный округ";"район Крылатское";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(495) 413-03-04; (495) 415-29-67";"sch1130.mskzapad.ru";"sch1130@mtu-net.ru";"37,405065";"55,760811";"86893999";
101;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 84";"109507, г. Москва, Ферганский проезд, д. 10, корпус 5";"Юго-Восточный административный округ";"район Выхино-Жулебино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"376-41-17";"schuv84.mskobr.ru";"info@rost84.ru";"37,820108";"55,697855";"86896726";
102;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 439";"109202, г. Москва, ул. Басовская, д. 7";"Юго-Восточный административный округ";"Нижегородский район";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 171-03-60; (499) 170-09-92";"schuv439.mskobr.ru";"school439@yandex.ru";"37,745399";"55,731239";"86896762";
103;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 469";"109044, г.Москва, Крутицкий вал, дом 5";"Юго-Восточный административный округ";"Южнопортовый район";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 674-06-09; (495) 674-06-08; (495) 676-54-02";"schuv469.mskobr.ru";"school.469@yandex.ru";"37,666184";"55,729366";"86896775";
104;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 493";"109235, г. Москва, 1 Курьяновский проезд, дом 14";"Юго-Восточный административный округ";"район Печатники";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 348-82-11; (495) 348-83-11; (495) 348-83-10";"schuv493mskobr.ru";"shkola493@yandex.ru";"37,699503";"55,657485";"86896782";
105;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 4";"117218, г.Москва, ул.Профсоюзная, д. 9А";"Юго-Западный административный округ";"Академический район";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 125-37-94";"http://schuz4/mskobr/ru.";"moschool4@yandex.ru";"37,570968";"55,682217";"86899625";
106;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением математики и информатики № 7";"119331, г. Москва, улица Крупской, дом 17";"Юго-Западный административный округ";"Ломоносовский район";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"138-38-09";"http://schuzu7.mskobr.ru/";"school_7@inbox.ru";"37,526938";"55,682956";"86899628";
107;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 9";"119421, г.Москва, ул.Новаторов, д.34, корп.1, 2";"Юго-Западный административный округ";"Обручевский район";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"936-40-06";"http://schuz9.mskobr.ru/";"school9msk@mail.ru";"37,524951";"55,663587";"86899629";
108;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 17";"117279, г. Москва, ул. Введенского, д.28";"Юго-Западный административный округ";"район Коньково";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"420-98-11";"";"info@sch17.ru";"37,532198";"55,636499";"86899633";
109;"Государственное бюджетное образовательное учреждение города Москвы центр образования ""Школа здоровья"" № 46";"119421, г. Москва, ул.Обручева, дом 28А";"Юго-Западный административный округ";"Обручевский район";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования ""Школа Здоровья""";"936-62-71";"http://cozuz46.mskobr.ru";"school46msk@mail.ru";"37,510793";"55,659492";"86899648";
110;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 120";"119296, г. Москва, Ломоносовский проспект, дом 4, корпус 3";"Юго-Западный административный округ";"Гагаринский район";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"938-00-46";"http://schuz120.mskobr.ru";"school120@mail.ru";"37,547636";"55,691573";"86899661";
111;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 170 имени А.П.Чехова";"""117485, г. Москва, Профсоюзная ул., дом 96 ""Б""";"Юго-Западный административный округ";"район Коньково";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"335-50-77";"http://couz170.mskobr.ru";"center170@mosuzedu.ru";"37,521251";"55,647012";"86899665";
112;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 192";"119334, г.Москва, Ленинский проспект, д. 34А";"Юго-Западный административный округ";"Гагаринский район";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"137-72-85";"http://schuz192.mskobr.ru/";"";"37,572533";"55,706797";"86899670";
113;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 200";"117574, г. Москва, ул. Голубинская, дом 21, корпус 3";"Юго-Западный административный округ";"район Ясенево";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"421-93-50";"http://schuz200.mskobr.ru";"school_200@mail.ru";"37,524368";"55,601468";"86899673";
114;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 521";"117449, г.Москва, улица Новочерёмушкинская, дом 3";"Юго-Западный административный округ";"Академический район";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа ""Школа Здоровья""";"126-04-48";"http://schzuz521.mskobr.ru/users/";"school521@bk.ru";"37,592028";"55,687668";"86899678";
115;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 536";"117452, г.Москва, ул.Азовская, д.41";"Юго-Западный административный округ";"район Зюзино";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"318-59-09";"";"sch536@rambler.ru; kollegia@list.ru";"37,596698";"55,644408";"86899688";
116;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 538 имени С.В. Гришина";"117461, г.Москва, ул.Каховка, д.19, корп.2";"Юго-Западный административный округ";"район Зюзино";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"121-60-92";"http://schuz538.mskobr.ru";"sch538@mail.ru";"37,576893";"55,652307";"86899689";
117;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа           с углубленным изучением биологии и химии № 1344";"109472, г. Москва, ул. Чугунные ворота, дом 11";"Юго-Восточный административный округ";"район Выхино-Жулебино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"376-45-35";"schuvu1344.mskobr.ru";"mail@schuvu1344.ru";"37,795921";"55,696943";"86899696";
118;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением предметов социального профиля № 1386";"109125, г. Москва, Васильцовский переулок, д. 1";"Юго-Восточный административный округ";"Рязанский район";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(499) 796-22-60";"schuvu1386.mskobr.ru";"w1386@mail.ru";"37,745737";"55,718233";"86899702";
119;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1408";"109443, г. Москва, Есенинский бульвар, д. 14, корп. 2";"Юго-Восточный административный округ";"район Кузьминки";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 742-65-71";"couv1408.mskobr.ru";"school1408@bk.ru";"37,774774";"55,700624";"86899706";
120;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1417";"109559, г. Москва, ул. Марьинский парк, д. 43";"Юго-Восточный административный округ";"район Люблино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"659-49-98";"couv1417.mskobr.ru/";"shkola1417@mail.ru";"37,793531";"55,671694";"86899707";
121;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1421";"109117, г. Москва, ул. Васильцовский стан, д. 4";"Юго-Восточный административный округ";"Рязанский район";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 501-09-18";"co1421uv.mskobr.ru";"1co1421@rambler.ru";"37,753109";"55,713492";"86899709";
122;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1423";"109451, г. Москва, Перервинский бульвар, д.5, корп. 3";"Юго-Восточный административный округ";"район Марьино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"658-58-88";"couv1423.mskobr.ru";"school1423@yandex.ru";"37,767482";"55,663702";"86899716";
123;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 780";"117588, г.Москва, Литовский бульвар, дом 42, корпус 2";"Юго-Западный административный округ";"район Ясенево";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"426-85-01";"schuz780.mskobr.ru";"sch780@mosuzedu.ru";"37,541764";"55,608081";"86899721";
124;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1738 имени авиаконструктора М.Л. Миля";"109153, г. Москва, ул. Лермонтовский проспект, дом 14, корпус 2";"Юго-Восточный административный округ";"район Выхино-Жулебино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"705-61-96";"sch1738uv.mskobr.ru";"sch1738@yandex.ru";"37,855112";"55,697168";"86899728";
125;"Государственное бюджетное образовательное учреждение города Москвы центр образования ""Школа здоровья"" № 1858";"109649, г. Москва, Капотня, 5-й квартал, дом 29";"Юго-Восточный административный округ";"район Капотня";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования ""Школа Здоровья""";"(495) 355-84-47";"couvz1858.mskobr.ru";"1858@mail.ru";"37,794412";"55,639472";"86899730";
126;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1881";"109369, г. Москва, ул. Перерва, дом 44";"Юго-Восточный административный округ";"район Марьино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(495) 349-21-31; (495) 349-05-30; (495) 349-14-03";"couv1881.mskobr.ru";"ce1881@mail.ru";"37,735698";"55,65176";"86899731";
127;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1877 ""Люблино""";"109382, г. Москва, ул. Краснодонская, д. 40";"Юго-Восточный административный округ";"район Люблино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"351-00-00";"couv1877.mskobr.ru";"co1877@mail.ru";"37,747803";"55,668719";"86899732";
128;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1902";"109341, г. Москва, Мячковский бульвар, д. 10, корп. 2";"Юго-Восточный административный округ";"район Марьино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"347-88-31";"schuv1902.mskobr.ru";"sch1902@nm.ru";"37,750493";"55,655079";"86899733";
129;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 898 имени генерала И.Д.Стаценко";"117465, г. Москва, ул. Профсоюзная, дом 156, корпус 6";"Юго-Западный административный округ";"район Тёплый Стан";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа ""Школа Здоровья""";"338-17-15";"http://schzuz898.mskobr.ru";"sch898@mosuzedu.ru";"37,493508";"55,617709";"86899750";
130;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1104";"117647, г. Москва, ул. Академика Капицы, д. 14 А";"Юго-Западный административный округ";"район Коньково";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"420-17-22";"http://schuz1104.mskobr.ru/";"sch1104@mail.ru";"37,523582";"55,626565";"86899760";
131;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1965";"109341, г. Москва, ул. Перерва, д. 41, корпус 2";"Юго-Восточный административный округ";"район Марьино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"345-05-61";"schuv1965.mskobr.ru";"scholl1965@inbox.ru";"37,745381";"55,660191";"86899762";
132;"Государственное бюджетное образовательное учреждение города Москвы  центр образования № 1989";"109451, г. Москва, ул. Белореченская, д. 45, к. 2";"Юго-Восточный административный округ";"район Марьино";"Государственное";"Юго-Восточное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(495) 654-96-27; (495) 654-96-25";"couv1989.mskobr.ru";"co1989@yandex.ru";"37,776423";"55,663726";"86899767";
133;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1311 ""Тхия""";"119421, г.Москва, Ленинский проспект, дом 97, корпус 1";"Юго-Западный административный округ";"Обручевский район";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 132-32-56";"http://couz1311.mskobr.ru/";"";"37,523572";"55,671448";"86899795";
134;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением области знаний ""Искусство"" № 1372";"117042, г. Москва, Чечёрский проезд, дом 80";"Юго-Западный административный округ";"район Южное Бутово";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"715-27-18";"";"sch1372@mosuzedu.ru";"37,52255";"55,531981";"86904002";
135;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1445";"117574, г.Москва, улица Голубинская, дом 5, корпус 4";"Юго-Западный административный округ";"район Ясенево";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"423-38-22";"http://couz1445.mskobr.ru/";"jshev@mail.ru";"37,518838";"55,602661";"86904006";
136;"Государственное бюджетное образовательное учреждение города Москвы гимназия № 1515";"123154, г. Москва, ул. Народного Ополчения, д. 27, корп. 2";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Гимназия";"(499) 197-44-52";"gym1515.mskobr.ru";"gym1515@szouo.ru";"37,477321";"55,780555";"86904012";
137;"Государственное бюджетное образовательное учреждение города Москвы гимназия № 1517";"123103, г. Москва, ул. Живописная, д. 11, корп. 1";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Гимназия";"(499) 720-25-67";"gymsz1517.mskobr.ru";"gym1517@szouo.ru";"37,458346";"55,779906";"86904013";
138;"Государственное бюджетное образовательное учреждение города Москвы гимназия № 1519";"123181, г. Москва, ул. Маршала Катукова, д. 21, корп. 2";"Северо-Западный административный округ";"район Строгино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Гимназия";"(495) 757-37-15; (495) 757-37-16; (495) 757-37-17; (495) 757-37-18; (495) 757-91-84; (495) 750-99-90";"ds1519.mskobr.ru";"gym1519@szouo.ru";"37,408695";"55,811139";"86904014";
139;"Государственное бюджетное образовательное учреждение города Москвы гимназия № 1544";"125222, г. Москва, ул. Пенягинская, д. 14";"Северо-Западный административный округ";"район Митино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Гимназия";"(495) 752-61-11; (495) 753-19-03; (495) 794-35-11";"gymsz1544.mskobr.ru";"gym1544@szouo.ru";"37,35941";"55,836253";"86904017";
140;"Государственное бюджетное образовательное учреждение города Москвы гимназия № 1551";"125364, г. Москва, ул. Свободы, д. 42, корп. 2";"Северо-Западный административный округ";"район Южное Тушино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Гимназия";"492-95-75";"gym1551.mskobr.ru";"gym1551@szouo.ru";"37,456187";"55,846654";"86904018";
141;"Государственное бюджетное образовательное учреждение города Москвы лицей № 1560";"123423, г. Москва, ул.  Тухачевского, д. 17, корп. 3";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Лицей";"(499) 191-93-34";"lycsz1560.mskobr.ru";"Lic1560@szouo.ru";"37,483937";"55,780362";"86904019";
142;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1985";"125466, г. Москва, ул. Ландышевая, дом 8";"Северо-Западный административный округ";"район Куркино";"Государственное";"Северо-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 401-98-19";"cosz1985.mskobr.ru";"sch1985@szouo.ru";"37,391957";"55,887157";"86904021";
143;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1971";"117042, город Москва, ул. Южнобутовская, д. 52, корпуса 1, 2";"Юго-Западный административный округ";"район Южное Бутово";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"716-27-90";"http://schuz1971.mskobr.ru";"sch1971@mosuzedu.ru";"37,529631";"55,539038";"86904028";
144;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1994";"117042, г. Москва, Аллея Витте, дом 2, корп. 1";"Юго-Западный административный округ";"район Южное Бутово";"Государственное";"Юго-Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"717-90-45";"http://schuz1994.mskobr.ru";"sch1994@mail.ru";"37,537547";"55,550257";"86904039";
145;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 96";"123557 г.Москва, Б.Тишинский пер, д.39";"Центральный административный округ";"Пресненский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 252-26-24";"schc96.mskobr.ru/";"sch96sch@yandex.ru";"37,569683";"55,76866";"86904058";
146;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 171";"119146 г. Москва, 2-ая Фрунзенская ул., д. 7А";"Центральный административный округ";"район Хамовники";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 242-45-58";"schc171.mskobr.ru";"sch171@mail.ru";"37,575102";"55,719412";"86904063";
147;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 175";"127006 г.Москва, Старопименовский пер., д.5";"Центральный административный округ";"Тверской район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(495) 699-88-00; (495) 694-20-68";"coc175.mskobr.ru";"school175@list.ru";"37,600646";"55,769336";"86904064";
148;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углублённым изучением экономики № 188";"127473 г.Москва, 3-ий Самотёчный пер., д.14";"Центральный административный округ";"Тверской район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"688-22-54";"schuc188.mskobr.ru";"188sch@mail.ru";"37,614116";"55,779773";"86904065";
149;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 235";"129110 г.Москва, ул.Щепкина, д.68";"Центральный административный округ";"Мещанский район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 684-59-05";"schc235.mskobr.ru";"sch235@bk.ru";"37,630125";"55,787539";"86904067";
150;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 345";"105066 г.Москва, Елоховский пр-д., д.1, стр.5";"Центральный административный округ";"Басманный район";"Государственное";"Центральное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 267-66-76";"coc345.mskobr.ru/";"info@school345.ru";"37,670134";"55,772137";"86904071";
