"OBJECTID";"name";"adress";"okrug";"rayon";"form_of_incorporation";"submission";"tip_uchrezhdeniya";"vid_uchrezhdeniya";"telephone";"web_site";"e_mail";"ID"
79;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 747";"125171 г. Москва, ул. 2 Радиаторская, д. 9";"Северный административный округ";"Войковский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 150-85-62; (499) 150-85-63";"";"school-747@yandex.ru";792
80;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 847";"125412, г. Москва, Коровинское шоссе, дом 24-а";"Северный административный округ";"Дмитровский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 906-77-81";"schs847.mskobr.ru";"school-847@mail.ru";850
81;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 848";"125183, г. Москва, ул. Академическая Б. улица, дом 77 А";"Северный административный округ";"район Коптево";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"482-59-01";"schs848.mskobr.ru";"school848@rambler.ru";851
82;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 849";"127247, г. Москва, Бескудниковский бульвар, дом 50-а";"Северный административный округ";"Бескудниковский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"488-12-75";"schs849.mskobr.ru";"sc849@mail.ru";852
83;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 885";"127550, г. Москва, Дмитровское шоссе, д. 43, корп. 2";"Северный административный округ";"Тимирязевский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 976-98-24";"schs885.mskobr.ru";"shkola885@mail.ru";872
84;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 929";"127434, г. Москва, улица Немчинова, дом 8";"Северный административный округ";"Тимирязевский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"977-00-11";"sch929s.mskobr.ru";"school929_73@mail.ru";899
85;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №704";"125057, г. Москва, улица Острякова, дом 7";"Северный административный округ";"Хорошёвский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"157-59-26";"shcs704.mskobr.ru";"school704@yandex.ru";951
86;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1213";"127238 г. Москва, ул. 3-й Нижнелихоборский проезд, д. 6 А";"Северный административный округ";"Тимирязевский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(499) 488-69-96; (499) 488-65-97; (499) 488-71-14";"schs1213.mskobr.ru";"sch1213@mail.ru";970
87;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1223";"125239 г. Москва, улица Михалковская, дом 13-а";"Северный административный округ";"район Коптево";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(499) 154-63-31";"";"1223school@rambler.ru";972
88;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1224";"125635, г. Москва, улица Базовская, дом 20 А";"Северный административный округ";"район Западное Дегунино";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 905-23-45";"schs1224.mskobr.ru";"school1224@mail.ru";973
89;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1250";"125212, г. Москва, Ленинградское шоссе, дом 27";"Северный административный округ";"Войковский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(499) 150-86-75; (499) 150-86-68";"schs1250.mskobr.ru";"school1250@mail.ru";982
90;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1287";"125167, г. Москва, проезд Аэропорта, дом 10";"Северный административный округ";"Хорошёвский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"198-76-43";"schs1287.mskobr.ru";"school1287@mail.ru";997
91;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1289";"125167 г. Москва, ул. Планетная, дом 23";"Северный административный округ";"район Аэропорт";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"614-43-33";"schu1289.sao.mskobr.ru";"sch1289@mail.ru";998
92;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1315";"125565,г. Москва, Конаковский проезд, д.5";"Северный административный округ";"Головинский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(499) 457-04-04";"schu1315.sao.mskobr.ru";"shkola-1315@mail.ru";999
93;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углублённым изучением английского языка № 1338";"125414, г. Москва, улица Клинская, дом 20";"Северный административный округ";"район Ховрино";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"451-04-71";"schs1338.mskobr.ru";"schook1338i@rambler.ru";1002
94;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1383";"127474, г. Москва, ул. Дубнинская, д. 7";"Северный административный округ";"Бескудниковский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"481-62-50";"schs1383.mskobr.ru";"sch1383@mail.ru";1018
95;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного языка № 1291";"127411, г. Москва, улица Софьи Ковалевской , дом 18А";"Северный административный округ";"Дмитровский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"485-16-45";"schs1291.mskobr.ru";"school1291@mail.ru";1043
96;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранных языков № 1288 имени Героя Советского Союза Н.В. Троян";"125007, г. Москва, Хорошевское шоссе, дом 3";"Северный административный округ";"Хорошёвский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"945-72-95";"sch1288.mskobr.ru/";"school1288@mail.ru";1050
97;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением испанского языка № 1252 имени Сервантеса";"125080 г. Москва, ул. Дубосековская, д. 3";"Северный административный округ";"район Сокол";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(499) 158-69-89";"schs1252.mskobr.ru";"sc1252@yandex.ru";1065
98;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением математики № 1384 имени А.А. Леманского";"125252 Г. Москва, ул. Новопесчаная, д. 15";"Северный административный округ";"район Сокол";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"157-23-11";"schs1384.mskobr.ru/";"sch-144@mail.ru";1068
99;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением немецкого языка № 1211";"127540, г. Москва, улица Дубнинская, дом 8А";"Северный административный округ";"район Восточное Дегунино";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(499) 904-93-82";": schs1211.mskobr.ru";"school1211@gmail.com";1072
100;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением немецкого языка № 1249";"125057, г. Москва, Чапаевский переулок, д. 6";"Северный административный округ";"район Сокол";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(499) 157-07-04; (499) 157-08-68; (499) 157-28-84";"schs1249.mskobr.ru";"shkola1249@yandex.ru";1075
101;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка № 1251 имени генерала Шарля де Голля";"125252, г. Москва, ул. Сальвадора Альенде, дом 9";"Северный административный округ";"район Сокол";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(499) 198-04-81";"schs1251.mskobr.ru";"ecole1251@rambler.ru";1109
102;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (грузинским) компонентом образования №223";"125171 г. Москва, улица 3-ая Радиаторская, д. 8А";"Северный административный округ";"Войковский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с этнокультурным (национальным) компонентом образования";"(499) 159-13-24";"schse223.mskobr.ru";"sch223@mail.ru";1124
103;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (русским) компонентом образования № 225";"125130, г. Москва, улица Клары Цеткин, дом 27";"Северный административный округ";"Войковский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"450-01-73";"schser225.mskobr.ru";"School225@mail.ru";1127
104;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным азербайджанским компонентом образования № 157 имени К.А. Керимова";"125493 г. Москва, Кронштадский б-р, д.33";"Северный административный округ";"Головинский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с этнокультурным (национальным) компонентом образования";"453-91-07";"schse157.mskobr.ru";"school157@rambler.ru";1132
105;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным русским компонентом образования № 141";"123308,  г. Москва, ул. Зорге, д. 4";"Северный административный округ";"Хорошёвский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с этнокультурным (национальным) компонентом образования";"(499) 943-07-88";"schse141.mskobr.ru";"school-141@mail.ru";1136
106;"Государственное бюджетное образовательное учреждение города Москвы центр образования  № 656 имени А.С. Макаренко";"127474, г. Москва, Бескудниковский бульвар, дом 29";"Северный административный округ";"Бескудниковский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"488-04-12";"cos656.mskobr.ru";"school656@mail.ru";1139
107;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1296";"127591, г. Москва, Керамический проезд, дом 55, корпус 3";"Северный административный округ";"район Восточное Дегунино";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"900-08-52";"cos1296.mskobr.ru";"edc1296@gmail.com";1154
108;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1409";"125252, г. Москва, Ходынский бульвар, д.7";"Северный административный округ";"Хорошёвский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 740-52-13";"co1409s.mskobr.ru";"co1409@mail.ru";1160
109;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1419";"127540 г. Москва, Керамический ,д. 47 А";"Северный административный округ";"район Восточное Дегунино";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"900-69-00";"schs1419.mskobr.ru";"centr1419@mail.ru";1162
110;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1424";"125167 г. Москва, Ленинградский пр-кт, д.46";"Северный административный округ";"район Аэропорт";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"612-52-41";"co1424s.mskobr.ru";"centr1424@mail.ru";1165
111;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1454";"127422,  г. Москва, улица Тимирязевская, дом 14 ""А""";"Северный административный округ";"Тимирязевский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(495) 611-15-38";"schs1454.mskobr.ru/";"co1454@mail.ru";1182
112;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1474";"125475 г. Москва, ул. Клинская, д.22";"Северный административный округ";"район Ховрино";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"451-22-11";"co1474s.mskobr.ru";"scool134@mail.ru";1196
113;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1481";"125635, г. Москва ул. Ангарская, д. 22-а";"Северный административный округ";"район Западное Дегунино";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 906-84-00; (499) 906-88-00; (499) 906-86-77; (499) 906-86-66";"co1481.mskobr.ru/";"info@co1481.edu.ru";1201
114;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1487";"127540, г. Москва, Дубнинская ул., д. 18-А";"Северный административный округ";"район Восточное Дегунино";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 481-35-00";"cos1487.mskobr.ru";"school907@mail.ru";1206
115;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1601";"127220 г. Москва, ул. Нижняя Масловка, д. 16";"Северный административный округ";"Савёловский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(495) 685-08-15";"cos1601.mskobr.ru";"centr1601@gmail.com";1214
116;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1631";"127411, г. Москва, Дмитровское шоссе, дом 137А";"Северный административный округ";"Дмитровский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"483-03-74";"cos1631.mskobr.ru";"gouzo_1631@mail.ru";1218
117;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1678 ""Восточное Дегунино""";"127591, г. Москва ул. Дубнинская, д. 46, кор. 2";"Северный административный округ";"район Восточное Дегунино";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"480-35-33";"cos1678.mskobr.ru";"centr1678@yandex.ru";1221
118;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1847";"125315 г. Москва, М. Коптевский пр, д. 3";"Северный административный округ";"район Аэропорт";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 152-22-31; (499) 152-12-05; (499) 152-13-16; (499) 152-93-53; (495) 708-14-96";"cos1847.mskobr.ru";"centr1847@mail.ru";1231
119;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1865";"125252 г.Москва, ул. Куусинена, д.13";"Северный административный округ";"Хорошёвский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 943-26-15";"cos1865.mskobr.ru";"co_1865@mail.ru";1236
120;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1884";"""127486,  г. Москва, ул. Дегунинская, дом 17 """"А""""""";"Северный административный округ";"район Западное Дегунино";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 905-48-83";"cos1884.mskobr.ru";"school1884@rambler.ru";1239
121;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 218";"127434, г. Москва, Дмитровское шоссе, дом 5 А";"Северный административный округ";"Тимирязевский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"976-40-87";"cog218.mskobr.ru";"sch218.edu@mtu-net.ru";1247
122;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 686 ""Класс- Центр""";"125130, г. Москва улица Большая Академическая, дом 11А";"Северный административный округ";"район Коптево";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 767-08-76";"cos686.mskobr.ru";"class-center@mail.ru";1261
123;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 771";"127411, г. Москва, ул. Софьи Ковалевской, д. 8 ""А""";"Северный административный округ";"Дмитровский район";"Государственное";"Северное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(495) 484-90-88";"schs771.mskobr.ru";"school.771@mail.ru";1263
124;"Негосударственная международная образовательная некоммерческая организация ""Международный университет в Москве"". Лицей";"";"Северный административный округ";"район Беговой";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Лицей";"(495) 946-10-67,(495) 946-05-20";"";"liceуmum@gmail.com";1288
125;"Негосударственная образовательное учреждение средняя общеобразовательная школа Школа ""Муми-Тролль""";"";"Северный административный округ";"район Сокол";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 158-62-66";"";"mumi-troll@mumi-troll.ru";1289
126;"Негосударственное некоммерческое образовательное учреждение Православная классическая гимназия во имя иконы Божей Матери ""Знамение"" в Ховрине";"125581, г. Москва, ул. Ляпидевского, 10а";"Северный административный округ";"район Ховрино";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 456-41-87,(499) 747-97-14";"nouznamenie.mskobr.ru";"znamgimn@mail.ru";1294
127;"Негосударственное образовательное учреждение Средняя общеобразовательная школа ""Знайка""";"";"Северный административный округ";"район Коптево";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 154-43-91,(499) 154-52-96";"";"info@znaika-school.ru";1322
128;"Негосударственное образовательное учреждение средняя общеобразовательная школа ""Международная школа углубленного изучения иностранных языков""";"125252, г.Москва,Ходынский бульвар, д.9";"Северный административный округ";"Хорошёвский район";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 740-57-62,(495) 740-57-63";"nouischfl.mskobr.ru";"mis2006@mail.ru";1323
129;"Негосударственное образовательное учреждение средняя общеобразовательная школа ""Новая гуманитарная школа""";"";"Северный административный округ";"район Аэропорт";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 152-41-55,(499) 152-17-06";"noungsch.mskobr.ru";"ngschool@school-1.ru";1326
130;"Негосударственное образовательное учреждение средняя общеобразовательная школа ""Петровская школа""";"";"Северный административный округ";"Савёловский район";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"152-79-66,612-41-84";"";"petrosc@list.ru";1327
131;"Негосударственное образовательное учреждение средняя общеобразовательная школа ""Свет""";"";"Северный административный округ";"Савёловский район";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 614-29-36";"";"gimnaziasvet@yandex.ru";1328
132;"Негосударственное общеобразовательное учреждение «Школа Натальи Нестеровой»";"";"Северный административный округ";"район Сокол";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 157-70-38,(495) 769-31-38";"nouschnn.mskobr.ru";"nesterovaschool@list.ru";1363
133;"Частное учреждение средняя общеобразовательная школа ""Первая Школа""";"";"Северный административный округ";"район Западное Дегунино";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 486-50-18,(495) 486-76-52";"noufirstsch.mskobr.ru";"first-schoolso@yandex.ru";1391
