"OBJECTID";"name";"adress";"okrug";"rayon";"form_of_incorporation";"submission";"tip_uchrezhdeniya";"vid_uchrezhdeniya";"telephone";"web_site";"e_mail";"ID"
79;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 71";"121433 г.Москва, ул. Б.Филевская, д. 39, корп. 1";"Западный административный округ";"район Фили-Давыдково";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"144-48-07";"";"shkola71@mail.ru";769
80;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 713";"121614 г.Москва, ул. Крылатские холмы, д. 45, корп.1";"Западный административный округ";"район Крылатское";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"412-67-77";"sch713.mskzapad.ru";"school713@mail.ru";770
81;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 714";"121354 г.Москва, ул. Кубинка, д.20, корп.1";"Западный административный округ";"Можайский район";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 446-45-58";"sch714.mskzapad.ru";"school714@list.ru";771
82;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 72";"121309 г.Москва, ул. Б.Филевская, д.15";"Западный административный округ";"район Филёвский Парк";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"145-16-48";"sch72.mskzapad.ru";"school72@gmail.com";775
83;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 73";"121108 г.Москва, ул. Кастанаевская, д.43";"Западный административный округ";"район Фили-Давыдково";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 144-07-79";"sch73.mskzapad.ru";"school_n73@mail.ru";781
84;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 731";"121500 г.Москва, ул. Новорублевская, д.1";"Западный административный округ";"район Кунцево";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 727-22-34";"sch731.mskzapad.ru/";"school731@mail.ru";782
85;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 732";"121467 Москва, ул. Ельнинская, д.10";"Западный административный округ";"район Кунцево";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 141-75-83";"sch732.mskzapad.ru";"sch732@mail.ru";783
86;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 737";"121309 Москва,ул. Новозаводская д. 19";"Западный административный округ";"район Филёвский Парк";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 148-54-42; (499) 148-36-61; (499) 148-14-47; (499) 148-35-27";"sch737.mskzapad.ru";"MoscowSchool737@yandex.ru";786
87;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 74";"119285 г.Москва, ул.Пырьева,дом 11";"Западный административный округ";"район Раменки";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 143-09-95";"sch74.mskzapad.ru";"sch74@rambler.ru";788
88;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 749";"121351 г.Москва, ул.Партизанская, д. 11";"Западный административный округ";"район Кунцево";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 417-23-74; (495) 417-23-84; (495) 417-22-93; (495) 417-25-15";"sch749.mskzapad.ru";"schkola749@yandex.ru";793
89;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 75";"121170 г.Москва, ул. Поклонная, д. 10, корпус 2";"Западный административный округ";"район Дорогомилово";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"148-95-53";"sch75.mskzapad.ru";"school75@inbox.ru";794
90;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 79";"121357 г.Москва, ул. Артамонова, д. 2";"Западный административный округ";"район Фили-Давыдково";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"445-47-35";"sch79.mskzapad.ru";"sch_79@bk.ru";822
91;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 806";"121351 г.Москва, ул. Полоцкая, д. 21";"Западный административный округ";"район Кунцево";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"417-92-20";"sch806.mskzapad.ru";"school_806@mail.ru";831
92;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 807";"119526  г.Москва, пр-т Вернадского, д. 101, корпус 6";"Западный административный округ";"район Тропарёво-Никулино";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"433-33-11";"";"school807@mail.ru";832
93;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 808";"121351 г.Москва, Ивана Франко, д. 28 корп. 3";"Западный административный округ";"район Кунцево";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"443-99-85";"sch808.mskzapad.ru";"sch808@yandex.ru";833
94;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 809";"121596 г.Москва, Можайское шоссе, д. 50";"Западный административный округ";"Можайский район";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 446-18-04";"sch809.mskzapad.ru";"school809@yandex.ru";834
95;"Государственное бюджетное образовательное учреждение города Москвы Средняя общеобразовательная школа № 81";"121552 г. Москва, ул. Оршанская, д. 10, корп. 2";"Западный административный округ";"район Кунцево";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 141-24-05";"sch81.mskzapad.ru";"sch81@inbox.ru";835
96;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 811";"121353, г.Москва, ул.Беловежская, д.7";"Западный административный округ";"Можайский район";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 446-23-94";"sch811.mskzapad.ru";"school811@mail.ru";836
97;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 815";"119501 г.Москва, ул.Веерная, д.5, корп. 2";"Западный административный округ";"район Очаково-Матвеевское";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 441-82-83";"sch815.mskzapad.ru";"school815@inbox.ru";837
98;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 816";"119361 г.Москва, ул. Б.Очаковская, д.39, к.2,3";"Западный административный округ";"район Очаково-Матвеевское";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 430-51-10";"sch816.mskzapad.ru";"school816@mail.ru";838
99;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 843";"119602 г.Москва, Мичуринский проспект,Олимпийская деревня, д.д. 23 и 23,стр. 1";"Западный административный округ";"район Тропарёво-Никулино";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 437-40-92";"sch843.mskzapad.ru";"school843@mail.ru";847
100;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 844";"119361 г. Москва, Очаковская Б. ул., д.18";"Западный административный округ";"район Очаково-Матвеевское";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"430-71-20";"sch844.mskzapad.ru";"school844@mail.ru";848
101;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 875";"119526 г. Москва, проспект Вернадского, д. 101, корпус 5";"Западный административный округ";"район Тропарёво-Никулино";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 433-90-31; (495) 433-80-10; (495) 433-90-40";"sch875.mskzapad.ru";"school-875@mail.ru";868
102;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 887";"121467 г. Москва, ул. Молдавская, д. 6, корпус 2";"Западный административный округ";"район Кунцево";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 444-72-53";"sch887.mskzapad.ru";"s887@mail.ru";874
103;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 888";"121374 г.Москва, ул. Ращупкина, д.3";"Западный административный округ";"Можайский район";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"443-73-93";"sch888.mskzapad.ru";"sch888@mail.ru";875
104;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 914";"119517 г.Москва, ул.Матвеевская, д. 34, корп. 2";"Западный административный округ";"район Очаково-Матвеевское";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 441-30-10; (495) 441-25-18";"sch914.mskzapad.ru";"school914@mail.ru";890
105;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 98";"121433 г. Москва, ул. Малая Филевcкая, д. 26, к. 2";"Западный административный округ";"район Фили-Давыдково";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"144-26-65";"sch98.mskzapad.ru";"sch98zao@mail.ru";929
106;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 99";"121352, г.Москва, ул. Давыдковская, д. 14, корпус 1";"Западный административный округ";"район Фили-Давыдково";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"449-09-10";"sch99.mskzapad.ru";"sch99@bk.ru";933
107;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1465 имени адмирала Н.Г. Кузнецова";"121059 г.Москва, ул. Брянская, д. 10";"Западный административный округ";"район Дорогомилово";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 243-59-11";"co1465.mskzapad.ru";"sch637.55@mail.ru";941
108;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №97";"121352 г.Москва, ул. Кременчугская, дом 46";"Западный административный округ";"район Фили-Давыдково";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 445-06-64";"coz97.mskzapad.ru";"shc97@mail.ru";957
109;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского и немецкого языка № 1308";"119602 г.Москва, ул.Академика Анохина, дом 2, корпус 5";"Западный административный округ";"район Тропарёво-Никулино";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"430-63-03";"schu1308.mskzapad.ru";"school1308@ya.ru";962
110;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1214";"119330  г.Москва, ул. Мосфильмовская, д.21";"Западный административный округ";"район Раменки";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(499) 143-03-06";"schu1214.mskzapad.ru/";"sch1214@yandex.ru";971
111;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1230";"121248 г. Москва,  Кутузовский проспект, д.6";"Западный административный округ";"район Дорогомилово";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(499) 243-45-54";"schu1230.mskzapad.ru";"school1230@mail.ru";978
112;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1238";"119634 г.Москва, ул. Чоботовская, дом 19";"Западный административный округ";"район Ново-Переделкино";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"731-11-82";"schu1238.mskzapad.ru";"school1238@mail.ru";980
113;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1371";"121614 г.Москва, ул. Крылатские холмы, д. 45, к.2";"Западный административный округ";"район Крылатское";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"413-25-74";"schu1371.mskzapad.ru";"sch1371@bk.ru";1012
114;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением естественных наук № 1376";"119634 г. Москва, улица Лукинская , дом № 12, корпус 1.";"Западный административный округ";"район Ново-Переделкино";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(499) 737-08-89";"http://sch1376z.mskobr.ru/";"sch1376@mail.ru";1030
115;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного языка № 1232";"121165 г.Москва, Кутузовский проспект, д.28";"Западный административный округ";"район Дорогомилово";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(499) 249-21-25";"schu1232.mskzapad.ru";"sch1232.edu@mtu-net.ru";1038
116;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного языка № 1293";"121552 г.Москва, ул. Оршанская, д. 10, корп.1";"Западный административный округ";"район Кунцево";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"140-34-89";"schu1293.mskzapad.ru/";"school1293@mail.ru";1044
117;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением иностранного языка и информационных технологий № 1347";"119618 г.Москва, ул. Главмосстроя, д.28";"Западный административный округ";"район Солнцево";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(499) 727-74-14";"schu1347.mskzapad.ru/";"school1347@mail.ru";1045
118;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением информатики и английского языка № 1307";"119602 г.Москва, ул. Академика Анохина, д. 48";"Западный административный округ";"район Тропарёво-Никулино";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(495) 438-67-10";"schu1307.mskzapad.ru";"sch1307@mail.ru";1061
119;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением отдельных предметов № 1973";"119454 г.Москва, ул. Лобачевского, д. 92";"Западный административный округ";"район Проспект Вернадского";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"932-87-09";"1973.mskzapad.ru";"sch_1973@list.ru";1095
120;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением французского языка № 1248";"121352 г.Москва, ул. Давыдковская, д. 2, корпус 6";"Западный административный округ";"район Фили-Давыдково";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"445-25-50";"dskv1148.mskzapad.ru";"sch1248@mail.ru";1108
121;"Государственное бюджетное образовательное учреждение города Москвы Центр образования ""Олимп"" Департамента физической культуры и спорта города Москвы";"";"Западный административный округ";"район Проспект Вернадского";"Государственное";"Департамент физической культуры и спорта";"Общеобразовательное учреждение";"Центр образования";"(499) 432-98-11,(499) 131-10-10";"";"olimp_co@list.ru";1141
122;"Государственное бюджетное образовательное учреждение города Москвы центр образования ""Технологии обучения""";"121151 г. Москва Резервный проезд, д. 10";"Западный административный округ";"район Дорогомилово";"Государственное";"Городское подчинение: Отдел коррекции, психолого-педагогического и социального сопровождения";"Общеобразовательное учреждение";"Центр образования";"232-30-07";"cotg.mskobr.ru";"ishool@i.home-edu.ru";1143
123;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1130";"121609 г. Москва, ул. Осенняя, д.8, к.1,3";"Западный административный округ";"район Крылатское";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(495) 413-03-04; (495) 415-29-67";"sch1130.mskzapad.ru";"sch1130@mtu-net.ru";1149
124;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1329";"119602, г. Москва, ул. Никулинская, д.10";"Западный административный округ";"район Тропарёво-Никулино";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"651-33-97";"co1329.mskzapad.ru/";"info@sch1329.ru";1156
125;"Государственное бюджетное образовательное учреждение города Москвы Центр образования № 1364";"119619 г.Москва, ул. Производственная, д. 3, корп. 2";"Западный административный округ";"район Солнцево";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Средняя общеобразовательная школа с углубленным изучением отдельных предметов";"(499) 792-43-30";"schu1364.mskzapad.ru/";"sch1364@rambler.ru";1157
126;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1432 ""Новая школа""";"119634 г.Москва, ул.Шолохова, д. 19";"Западный административный округ";"район Ново-Переделкино";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"732-74-60";"co1432.mskzapad.ru";"sch1019@mail.ru";1168
127;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1436";"119297 г.Москва, ул. Родниковая, д.20, корпус 1";"Западный административный округ";"район Солнцево";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"934-76-20";"co1436.mskzapad.ru";"ce1436@mail.ru";1170
128;"Государственное бюджетное образовательное учреждение города Москвы Центр образования № 1437";"119634 г. Москва, ул. Федосьино, д.16, корп.3";"Западный административный округ";"район Ново-Переделкино";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"731-10-55";"co1437.mskzapad.ru";"co_1437@mail.ru";1171
129;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1438";"119517 г. Москва,  Матвеевская улица, д.20, к.2";"Западный административный округ";"район Очаково-Матвеевское";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"441-72-48";"co1438.mskzapad.ru";"sc42@mail.ru";1172
130;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1440";"121609 г.Москва, Осенний бульвар, д. 10, корпус 3";"Западный административный округ";"район Крылатское";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"415-98-55";"co1440.mskzapad.ru";"sch1304@inbox.ru";1174
131;"Государственное бюджетное образовательное учреждение города Москвы Центр образования № 1448";"119192 г.Москва, Мичуринский проспект, д. 5, корпус 1";"Западный административный округ";"район Раменки";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(495) 641-16-27";"";"school1448@mail.ru";1179
132;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1455";"119633 г.Москва, Боровское шоссе, д.18, корп.4";"Западный административный округ";"район Ново-Переделкино";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"732-13-50";"co1455.mskzapad.ru";"sch2002adm@mail.ru";1183
133;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1467";"119634 г.Москва, ул.Шолохова, д. 9";"Западный административный округ";"район Ново-Переделкино";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"733-53-42";"co1467.mskzapad.ru";"sch1006@yandex.ru";1190
134;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1471";"121614 г. Москва, ул. Крылатская, д.25";"Западный административный округ";"район Крылатское";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"413-33-32";"";"1471ec@gmail.com";1194
135;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1473 имени Григория Алексеевича Тарана";"119027 г.Москва, пос. Внуково, ул. Центральная, д. 15 А";"Западный административный округ";"район Внуково";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(495) 436-84-07; (495) 436-82-27; (495) 436-28-07";"co1473.mskzapad.ru";"sch1473@bk.ru";1195
136;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1485";"119571 г.Москва, Проспект Вернадского, д. 127, корпус 2";"Западный административный округ";"район Тропарёво-Никулино";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(495) 438-75-44; (495) 438-75-56; (495) 438-75-88; (495) 438-71-65; (495) 438-65-56; (495) 438-75-66; (495) 438-55-65; (495) 438-61-92";"co1485.mskzapad.ru";"school1485@mail.ru";1204
137;"Государственное бюджетное образовательное учреждение города Москвы Центр образования № 1488";"119415  г.Москва, Ленинский проспект, д.132";"Западный административный округ";"район Проспект Вернадского";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"432-87-62";"co1488.mskzapad.ru";"co1488@mail.ru";1207
138;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1497";"121309  г.Москва, ул.Барклая, дом 15,корп. 3";"Западный административный округ";"район Филёвский Парк";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 142-41-26; (499) 142-40-32";"co1497.mskzapad.ru";"dou152@rambler.ru";1212
139;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1816";"121096 г. Москва, ул. Кастанаевская, д. 9А";"Западный административный округ";"район Филёвский Парк";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"(499) 144-37-82";"co1816.mskzapad.ru";"gou1816@rambler.ru";1229
140;"Государственное бюджетное образовательное учреждение города Москвы Центр образования №1498";"119 607 г.Москва, Мичуринский проспект, д. 23";"Западный административный округ";"район Раменки";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Центр образования";"932-75-22";"cog1498.mskobr.ru";"1498@mosintschool.ru";1270
141;"Государственное бюджетное образовательное учреждение Московская гимназия на Юго-Западе № 1543";"119571 г.Москва, 26 Бакинских комиссаров, д. 3, корпус 5";"Западный административный округ";"район Тропарёво-Никулино";"Государственное";"Западное окружное управление образования";"Общеобразовательное учреждение";"Гимназия";"434-26-44";"";"adm1543@yandex.ru";1273
142;"Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы ""Колледж физической культуры и спорта ""Спарта"" Департамента физической культуры и спорта города Москвы";"";"Западный административный округ";"район Кунцево";"Государственное";"Департамент физической культуры и спорта";"Образовательное учреждение среднего профессионального образования";"Центр образования";"(499) 149-29-68";"";"Sparta@mossport.ru";1275
143;"Негосударственное образовательное учреждение ""Классический пансион МГУ им. Ломоносова""";"";"Западный административный округ";"район Фили-Давыдково";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 504-68-00,443-94-68";"";"pansion.msu@mail.ru";1300
144;"Негосударственное образовательное учреждение ""Классическое образование""";"";"Западный административный округ";"район Фили-Давыдково";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 146-09-80";"";"klassika-school@rambler.ru";1301
145;"Негосударственное образовательное учреждение ""Ломоносовская школа""";"Ул.Песчаная 2-я, д.2/1 корп.50";"Западный административный округ";"район Фили-Давыдково";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 983-31-86";"noulomonosovsch.mskobr.ru";"lomon@lomonschool.ru";1302
146;"Негосударственное образовательное учреждение ""Школа во имя апостола и евангелиста Иоанна Богослова""";"121351, г. Москва, ул. Партизанская, д.7, корп.2";"Западный административный округ";"район Кунцево";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"416-41-93,416-41-96";"nouschib.mskobr.ru";"orthoschool@yandex.ru";1305
147;"Негосударственное образовательное учреждение Институт международной торговли и права (школьное отделение)";"РФ, 121108, г.Москва, Кастанаевская ул., д.59, корпус 2";"Западный административный округ";"район Фили-Давыдково";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 144-01-25,(499) 144-01-14";"";"imtp@imtp.ru";1309
148;"Негосударственное образовательное учреждение средняя общеобразовательная школа Международная школа ""Дом Филиппа""";"";"Западный административный округ";"район Проспект Вернадского";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"430-62-37";"";"philiphouse@mail.ru";1337
149;"Негосударственное образовательное учреждение средняя общеобразовательная школа с углубленным изучением английского языка “Интеграция”";"";"Западный административный округ";"район Кунцево";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 141-75-89,(499) 141-80-00";"nouintegracija.mskobr.ru";"inschool@mail.ru";1339
150;"Негосударственное образовательное учреждение частная средняя общеобразовательная школа ""Ромашка""";"127238, Москва, ул. Дмитровское шоссе, дом 55, корп. 1, кв. 6";"Западный административный округ";"район Раменки";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 938-41-22";"";"nouromashka@mail.ru";1346
151;"Негосударственное образовательное учреждение Школа ""Образование плюс ...1""";"119501, г. Москва, ул. Веерная, д.38 корп. 1";"Западный административный округ";"район Очаково-Матвеевское";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"442-66-79";"noueduplus.mskobr.ru";"info@obrplus.ru";1347
152;"Негосударственное образовательное частное учреждение средняя общеобразовательная Школа ""Юджин Центр""";"";"Западный административный округ";"район Проспект Вернадского";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 431-09-03,(499) 133-62-92";"";"eugene-center@inbox.ru";1357
153;"Негосударственное общеобразовательное учреждение Средняя общеобразовательная школа ""Росинка""";"125040, Москва, ул. Скаковая д.9";"Западный административный округ";"Можайский район";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 534-92-19,(495) 641-74-93";"nourosinka.mskobr.ru";"rosinka@rosinka-school.ru";1366
154;"Некоммерческое негосударственное образовательное учреждение Средняя общеобразовательная школа ""Олимп плюс""";"г.Москва, Рублевское шоссе, 121";"Западный административный округ";"район Кунцево";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(499) 141-55-78,(499) 141-75-93";"nouolimpplus.mskobr.ru";"info@olimp-plus.ru";1377
155;"Некоммерческое негосударственное образовательное учреждение Школа ""Фристайл""";"";"Западный административный округ";"район Раменки";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 931-60-59";"";"freeschool@inbox.ru";1378
156;"Некоммерческое образовательное учреждение ""Центр ЮССТ""";"";"Западный административный округ";"Можайский район";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Центр образования";"446-34-78,(495) 970-06-89";"";"info@usst.ru";1379
157;"Частное образовательное учреждение ""Школа Бакалавр""";"121165, г. Москва, ул. Студенческая, д. 24";"Западный административный округ";"район Крылатское";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 411-15-11,414-59-97";"";"bacalavre_cr@mail.ru";1386
158;"Частное образовательное учреждение «Частная общеобразовательная школа «Ступени»";"119361, г. Москва, ул. Марии Поливановой, д. 12 А";"Западный административный округ";"район Очаково-Матвеевское";"Негосударственное";"Негосударственное";"Общеобразовательное учреждение";"Средняя общеобразовательная школа";"(495) 430-26-79,437-92-65";"";"info@stupeni.com";1387
